lat,long
27.6,-70.2
27.6,-69.5
27.4,-69.2
27.2,-68.9
26.8,-68.7
26.5,-68.5
26.2,-68.8
25.7,-69.0
25.5,-69.3
25.5,-69.6
25.8,-70.0
26.0,-70.4
26.1,-71.2
26.2,-72.2
26.4,-73.1
26.4,-74.3
26.5,-75.6
26.6,-76.9
26.7,-77.3
26.9,-78.2
27.1,-79.4
27.2,-80.2
27.3,-80.6
27.7,-81.6
28.3,-82.3
29.3,-82.7
30.1,-83.3
31.1,-83.9
32.5,-83.6
33.2,-83.2
34.1,-82.4
35.4,-81.0
37.3,-78.4
38.3,-76.4
38.8,-74.7
38.5,-72.5
11.5,-40.3
11.7,-41.1
11.9,-41.9
12.5,-42.4
13.3,-42.7
14.0,-43.1
14.5,-43.7
15.0,-44.4
15.3,-44.8
15.6,-45.0
15.9,-45.1
16.3,-45.1
16.8,-45.2
17.3,-45.8
17.6,-46.6
17.9,-47.3
18.1,-48.1
18.3,-48.8
18.5,-49.4
33.3,-46.3
33.6,-47.5
34.5,-48.1
34.7,-48.5
34.9,-48.9
35.2,-49.1
35.3,-48.9
35.3,-48.5
35.3,-48.0
35.0,-47.1
34.9,-46.3
34.8,-45.7
34.7,-45.2
34.6,-44.9
34.5,-44.6
34.6,-44.2
34.9,-44.0
35.4,-44.0
35.8,-44.4
36.4,-44.5
37.0,-44.3
37.7,-44.2
38.4,-43.8
39.7,-43.6
41.1,-43.0
42.0,-42.5
42.8,-42.0
43.2,-41.4
43.5,-40.7
21.5,-91.1
22.1,-92.0
22.8,-92.8
23.7,-93.7
24.7,-95.0
26.1,-96.6
26.1,-97.1
26.1,-97.8
25.9,-98.8
26.1,-99.7
26.5,-100.6
27.3,-101.3
28.1,-102.2
9.0,-29.0
9.4,-30.7
9.7,-31.8
10.0,-33.0
10.4,-34.4
10.7,-36.1
11.0,-38.0
11.2,-39.9
11.4,-41.6
11.6,-43.1
11.9,-44.4
12.1,-45.7
12.4,-47.2
12.8,-48.8
13.2,-50.4
13.7,-52.2
14.0,-55.0
16.7,-81.6
16.5,-81.1
16.4,-80.5
16.4,-79.9
16.3,-79.3
16.0,-78.6
15.5,-77.7
15.1,-76.4
14.8,-74.8
15.1,-73.4
15.1,-72.0
15.1,-70.5
15.5,-69.0
15.9,-67.6
16.4,-66.5
16.8,-65.5
17.4,-64.8
17.6,-64.2
17.8,-63.9
17.9,-63.6
18.0,-63.3
18.1,-63.1
18.0,-62.9
17.9,-62.8
17.6,-62.5
17.3,-61.8
17.0,-61.1
16.5,-60.4
15.9,-59.8
16.0,-59.0
16.5,-58.1
17.2,-57.1
18.0,-56.7
18.4,-56.1
18.5,-55.7
18.5,-55.3
18.5,-54.7
18.5,-53.8
18.5,-52.8
24.5,-85.5
25.7,-85.5
27.0,-84.5
27.6,-84.0
28.5,-82.9
10.4,-27.4
11.3,-27.8
12.6,-28.4
13.8,-29.4
14.7,-30.6
15.6,-31.8
16.7,-32.9
17.7,-34.1
18.8,-35.3
20.0,-36.1
21.1,-36.7
22.1,-37.3
22.7,-37.7
23.1,-38.1
23.4,-38.8
23.8,-39.7
24.2,-40.6
25.0,-41.4
26.0,-41.9
27.0,-42.0
27.8,-42.0
28.3,-41.7
22.8,-92.0
22.8,-91.2
22.7,-90.2
22.6,-89.6
22.7,-89.8
23.1,-89.7
23.4,-89.5
24.2,-89.2
25.0,-89.2
26.1,-89.2
27.4,-89.2
28.5,-89.3
28.7,-89.3
29.1,-89.3
29.7,-89.7
30.7,-90.7
31.8,-91.5
32.4,-92.3
32.7,-93.3
33.0,-94.5
22.7,-47.0
23.2,-47.7
23.8,-48.2
24.2,-48.9
24.5,-49.9
24.7,-50.7
25.0,-51.4
25.3,-52.2
26.0,-52.6
26.7,-52.9
27.3,-53.4
28.1,-54.0
28.8,-54.6
29.4,-55.1
30.0,-55.7
30.6,-56.2
31.3,-56.7
32.0,-56.9
32.6,-57.0
33.0,-56.9
33.3,-56.5
33.7,-56.0
34.4,-54.8
35.4,-53.1
37.0,-49.9
39.2,-45.5
41.8,-40.7
44.2,-36.2
30.9,-70.9
30.8,-71.3
30.7,-71.8
30.4,-72.2
30.1,-72.6
30.1,-72.7
30.2,-72.8
30.3,-73.1
30.6,-73.3
30.8,-73.7
30.7,-74.0
30.7,-73.8
30.5,-73.7
30.2,-73.6
29.6,-73.6
29.5,-73.4
29.3,-73.1
29.2,-72.8
29.1,-72.4
29.8,-71.2
30.1,-69.7
30.8,-67.5
32.6,-66.1
34.3,-64.2
36.1,-61.8
37.9,-59.5
40.1,-57.4
42.5,-55.0
45.5,-53.0
14.1,-39.4
14.7,-40.0
15.4,-41.0
16.0,-42.3
16.4,-43.5
16.6,-44.8
16.8,-46.1
17.0,-46.9
17.3,-47.8
17.6,-48.6
18.1,-49.7
18.5,-50.6
19.0,-51.3
19.3,-51.9
19.6,-52.6
19.9,-53.3
20.3,-54.3
20.9,-55.7
21.5,-57.1
21.7,-58.8
21.9,-60.1
22.7,-61.0
23.8,-62.3
24.4,-63.2
25.1,-64.0
26.2,-64.6
27.1,-65.3
28.1,-65.9
29.3,-66.1
30.4,-66.2
31.3,-66.2
32.4,-65.7
33.6,-65.0
34.9,-64.1
36.3,-63.2
37.4,-61.9
38.5,-60.2
40.6,-57.9
43.1,-56.3
45.5,-55.6
46.4,-54.0
47.6,-51.3
48.6,-48.3
49.2,-45.2
49.8,-42.6
50.0,-39.6
49.7,-35.8
49.5,-31.7
49.8,-27.5
50.6,-23.9
52.5,-21.0
54.6,-20.5
56.6,-20.5
58.2,-20.5
59.6,-20.6
60.9,-21.2
62.0,-22.5
62.6,-24.5
63.0,-26.5
63.0,-29.0
63.0,-31.4
62.0,-34.0
12.2,-23.1
12.5,-24.5
13.0,-25.9
13.5,-27.3
14.1,-28.6
14.7,-29.9
15.3,-31.2
15.8,-32.5
16.1,-33.8
16.2,-35.0
16.2,-36.2
16.2,-37.3
16.3,-38.4
16.4,-39.6
16.5,-40.9
16.7,-42.5
16.9,-44.3
17.2,-46.3
17.6,-48.5
18.0,-50.7
18.4,-52.9
12.8,-16.9
12.8,-17.9
12.8,-19.0
13.1,-20.2
13.4,-21.4
13.6,-22.6
13.8,-23.8
14.0,-24.9
14.3,-26.1
14.8,-27.2
15.4,-28.3
15.9,-29.6
16.4,-30.9
16.8,-32.4
17.1,-33.8
17.6,-35.2
17.9,-36.6
18.2,-38.0
18.4,-39.2
18.7,-40.2
19.1,-41.2
19.5,-42.0
20.0,-42.7
20.4,-43.4
21.1,-44.3
21.7,-45.2
22.4,-46.2
23.1,-46.9
23.8,-47.6
24.4,-48.2
24.8,-49.0
25.0,-49.6
25.0,-50.3
24.9,-51.1
24.8,-52.0
24.7,-52.9
24.6,-53.6
24.6,-54.1
24.6,-54.5
24.5,-55.0
24.4,-55.5
24.4,-56.1
24.4,-56.7
24.5,-57.3
24.7,-58.4
24.9,-59.5
25.2,-60.6
25.6,-61.8
26.0,-63.2
26.5,-64.7
27.2,-66.4
27.9,-68.1
28.7,-69.5
29.4,-70.7
30.4,-71.9
31.5,-73.2
32.4,-74.2
33.1,-75.1
33.6,-76.0
34.0,-76.5
34.2,-77.2
34.2,-77.8
34.1,-77.9
34.0,-78.4
33.9,-78.8
33.7,-79.3
33.6,-79.5
33.6,-79.8
33.6,-80.2
33.6,-80.8
33.6,-81.5
34.1,-82.1
35.0,-82.2
36.4,-82.6
37.8,-82.0
38.8,-82.0
39.5,-80.5
41.3,-76.8
42.2,-73.3
27.0,-48.0
26.7,-47.5
26.7,-46.7
27.2,-45.9
27.7,-44.8
28.0,-43.5
28.3,-42.2
29.0,-41.1
29.9,-40.1
30.9,-39.6
31.5,-40.1
31.4,-39.9
31.2,-39.8
30.7,-40.5
29.9,-40.9
28.8,-41.3
27.4,-41.2
26.4,-40.8
25.5,-40.2
25.0,-39.6
24.8,-39.0
24.6,-38.9
24.1,-39.0
23.8,-39.3
23.3,-39.6
22.8,-39.8
22.3,-39.8
21.8,-39.4
22.0,-38.4
22.6,-37.3
23.5,-35.8
24.8,-34.0
26.7,-31.9
28.3,-29.9
29.1,-27.5
29.9,-24.8
30.2,-21.6
30.2,-18.2
30.2,-14.6
30.7,-10.9
32.6,-6.6
35.3,-1.0
16.4,-76.2
16.4,-77.0
16.4,-77.7
16.4,-78.4
16.4,-79.1
16.6,-79.8
17.1,-80.7
17.8,-82.0
18.5,-83.3
19.3,-84.6
20.1,-85.9
20.8,-86.9
21.1,-87.4
21.7,-88.8
22.3,-90.2
23.0,-91.4
23.7,-92.4
24.5,-93.1
25.3,-93.5
26.3,-93.7
27.5,-93.8
28.7,-93.6
29.8,-93.1
30.1,-92.9
31.4,-92.2
32.5,-91.4
33.3,-90.6
33.9,-89.6
34.4,-88.6
34.8,-87.5
35.1,-86.3
11.8,-24.0
11.7,-25.4
11.7,-26.8
11.8,-28.0
11.9,-29.2
12.4,-30.3
13.0,-31.3
13.6,-32.1
14.2,-32.8
14.8,-33.5
15.4,-34.2
16.1,-34.6
16.7,-34.9
17.2,-35.1
17.5,-34.8
17.6,-34.5
17.6,-34.2
17.6,-33.9
17.6,-33.6
17.5,-33.6
17.5,-33.8
17.5,-34.0
17.5,-34.3
17.9,-34.7
18.5,-35.4
19.0,-36.3
19.2,-37.5
19.2,-38.8
19.1,-40.2
19.1,-41.6
19.3,-43.1
19.8,-44.7
20.4,-46.4
21.1,-48.3
21.8,-50.2
22.3,-52.1
22.8,-54.1
23.3,-56.0
23.8,-57.9
24.2,-59.9
24.6,-61.6
24.9,-63.2
25.3,-64.7
25.6,-66.0
25.9,-67.1
26.2,-68.1
26.4,-69.0
26.6,-69.8
11.6,-17.5
12.2,-18.4
13.1,-19.5
14.0,-20.7
14.6,-21.7
15.3,-22.5
16.1,-23.3
16.8,-24.1
17.4,-24.9
17.8,-25.7
18.2,-26.7
18.7,-27.6
19.1,-28.7
19.3,-29.7
19.6,-30.5
20.0,-31.4
20.4,-32.2
20.7,-32.9
21.3,-33.7
21.8,-34.9
21.9,-36.0
22.0,-36.9
22.2,-37.9
22.4,-38.7
22.7,-39.6
23.0,-40.6
23.3,-41.5
23.5,-42.2
23.8,-42.9
24.5,-43.3
25.3,-43.2
13.9,-58.7
14.6,-60.1
15.3,-61.6
16.0,-63.1
16.7,-64.6
17.3,-66.1
17.7,-67.6
18.0,-69.0
18.4,-70.1
18.5,-70.4
19.2,-71.7
20.0,-72.9
20.5,-73.9
20.9,-74.7
21.2,-75.5
21.6,-76.6
22.0,-77.7
22.3,-79.0
22.5,-80.2
22.7,-81.3
22.9,-82.5
23.3,-83.5
24.1,-84.1
25.0,-84.4
25.7,-84.7
26.4,-85.2
27.0,-85.8
27.8,-85.9
28.7,-85.7
29.5,-85.4
29.7,-85.4
30.6,-85.4
31.7,-85.4
32.8,-85.2
34.0,-84.7
35.9,-83.6
37.7,-82.3
39.2,-81.1
40.4,-79.7
41.2,-78.2
41.9,-76.7
42.4,-75.1
42.7,-73.5
42.7,-72.2
42.6,-71.0
10.4,-37.7
10.9,-39.0
11.4,-40.0
12.1,-40.6
12.8,-41.0
13.5,-41.5
14.0,-42.0
14.5,-42.4
15.2,-42.6
15.9,-42.6
16.5,-42.2
17.4,-41.9
18.2,-41.2
18.9,-40.6
19.4,-40.3
19.7,-40.2
19.8,-40.1
19.9,-40.2
20.0,-40.3
20.1,-40.4
20.5,-40.4
20.9,-40.2
21.5,-40.1
22.4,-40.0
23.5,-40.1
24.7,-40.3
25.7,-41.0
26.7,-41.8
27.6,-42.4
28.5,-42.8
29.5,-43.1
30.4,-43.1
31.3,-43.0
31.9,-42.7
32.2,-42.3
32.4,-41.5
32.4,-40.5
32.5,-39.4
32.5,-38.2
32.5,-36.9
32.7,-35.3
33.2,-33.5
34.0,-31.0
35.0,-29.5
36.0,-28.0
33.9,-50.4
34.1,-50.4
34.3,-50.4
35.2,-50.3
36.1,-50.1
37.0,-50.1
37.8,-50.3
38.8,-50.2
39.7,-49.7
41.3,-49.2
43.0,-48.5
45.0,-48.0
18.0,-60.2
18.0,-60.7
18.1,-61.2
18.4,-61.7
18.8,-62.3
19.1,-62.9
19.2,-63.5
19.1,-64.1
18.8,-64.8
18.0,-65.7
17.2,-66.7
16.5,-67.7
16.1,-68.5
15.7,-69.3
15.3,-70.1
15.4,-71.0
15.7,-71.2
16.0,-71.4
16.3,-71.6
16.6,-71.8
17.1,-72.1
18.0,-72.4
18.1,-72.5
19.2,-72.9
20.2,-73.6
21.0,-74.6
21.1,-75.8
20.8,-76.8
20.8,-77.4
21.2,-77.8
21.8,-78.1
22.5,-78.3
22.6,-78.8
22.9,-78.6
23.4,-78.3
23.9,-78.0
24.1,-77.9
25.0,-77.4
25.1,-77.3
26.4,-76.5
27.7,-75.6
28.7,-74.4
30.3,-73.3
32.3,-72.4
34.3,-71.7
36.4,-70.9
38.8,-69.7
41.1,-68.2
43.6,-66.2
47.5,-64.3
51.2,-62.2
54.8,-59.6
57.9,-57.6
60.4,-55.4
62.3,-53.3
64.2,-50.4
20.2,-95.2
20.5,-95.6
20.7,-95.9
20.9,-96.2
21.2,-96.7
21.5,-97.4
21.5,-97.5
21.7,-98.2
21.8,-99.0
19.1,-68.8
20.1,-69.7
20.9,-70.4
21.8,-71.3
22.7,-71.5
23.6,-71.9
24.0,-72.4
24.7,-72.2
25.5,-72.0
25.6,-71.0
25.7,-70.3
25.8,-69.3
25.9,-68.3
25.9,-67.7
28.4,-86.8
29.5,-85.4
29.7,-85.1
30.5,-83.9
31.2,-81.8
31.7,-79.4
32.1,-76.8
32.6,-74.0
33.2,-71.8
33.7,-69.8
14.0,-45.1
14.9,-46.4
15.7,-47.6
17.0,-48.9
17.7,-50.6
18.5,-52.5
20.5,-53.2
22.1,-53.6
24.2,-54.2
25.5,-53.6
26.9,-52.7
28.0,-51.6
29.0,-50.4
30.1,-50.1
31.1,-50.3
31.9,-51.2
31.9,-51.4
32.3,-51.5
32.4,-52.0
32.6,-52.3
33.2,-52.3
33.9,-52.7
34.7,-53.2
35.5,-53.9
36.6,-54.2
37.4,-53.9
26.6,-91.4
26.9,-91.4
27.2,-91.4
27.5,-91.4
28.0,-91.5
28.5,-91.8
29.0,-92.0
29.2,-92.2
29.4,-92.5
29.5,-92.5
29.5,-92.2
29.6,-92.1
29.7,-92.0
30.3,-91.8
30.4,-91.6
30.4,-91.4
30.6,-90.1
31.5,-88.3
32.6,-86.5
33.4,-85.3
34.2,-85.1
34.9,-85.3
10.4,-23.1
10.6,-24.7
11.1,-26.2
11.7,-27.6
12.4,-29.0
12.6,-30.5
12.6,-31.9
12.5,-33.1
12.6,-33.9
12.7,-34.6
12.8,-35.4
12.9,-36.2
13.1,-37.0
13.4,-37.9
13.8,-39.0
14.2,-40.2
14.5,-41.5
14.9,-42.6
15.5,-43.3
16.1,-43.8
16.8,-44.4
17.6,-45.0
18.3,-45.2
20.4,-44.1
22.0,-43.9
23.8,-43.9
26.5,-45.3
27.8,-46.5
28.8,-47.5
29.3,-48.3
29.6,-48.7
30.0,-48.9
30.5,-49.1
31.1,-49.2
31.5,-49.3
31.8,-49.4
32.0,-49.8
31.9,-50.1
31.7,-50.2
31.5,-50.1
31.3,-49.8
31.2,-49.6
31.0,-49.5
30.8,-49.7
30.6,-50.2
30.3,-51.0
30.1,-52.0
29.9,-53.2
29.9,-54.2
29.9,-55.1
30.1,-56.0
30.3,-56.6
30.8,-57.0
31.4,-57.2
32.1,-57.3
33.0,-57.2
34.3,-56.6
35.7,-55.5
37.3,-53.8
39.0,-51.2
41.0,-48.2
43.2,-44.5
45.8,-38.9
13.9,-81.8
14.4,-82.5
15.0,-83.2
15.7,-83.8
16.5,-84.4
17.3,-85.0
18.1,-85.6
18.8,-85.9
19.6,-86.0
20.3,-86.0
20.9,-85.9
21.4,-85.8
21.8,-85.6
22.2,-85.2
22.6,-84.5
22.7,-83.9
22.8,-83.5
22.9,-82.0
22.9,-80.9
22.9,-79.9
23.0,-79.1
12.0,-51.5
12.5,-52.7
13.0,-54.0
13.6,-55.3
14.1,-56.6
14.6,-57.8
14.8,-58.9
15.0,-60.0
12.9,-20.5
13.0,-21.3
13.1,-22.1
13.5,-23.1
14.0,-24.2
14.5,-25.4
15.0,-26.5
15.3,-27.5
15.6,-28.4
15.9,-29.2
16.1,-29.9
16.4,-30.6
16.9,-31.4
17.7,-32.2
18.8,-33.0
19.9,-34.1
20.9,-35.8
21.8,-37.7
22.7,-40.0
23.1,-42.0
23.5,-44.0
23.9,-45.8
24.6,-47.4
25.6,-48.7
26.9,-49.8
28.3,-50.7
29.8,-51.4
31.4,-51.8
32.8,-52.0
33.9,-51.4
34.6,-50.2
34.9,-49.2
34.9,-48.0
34.7,-46.9
34.6,-46.0
34.4,-45.1
34.4,-44.1
34.5,-43.0
34.5,-41.9
34.3,-40.9
33.9,-39.9
33.6,-38.8
33.2,-38.0
33.0,-37.8
32.7,-37.7
32.4,-37.8
32.0,-38.6
31.5,-40.0
31.2,-41.6
30.9,-43.1
30.6,-44.3
27.3,-80.2
28.0,-80.7
29.0,-81.2
29.8,-81.5
30.5,-81.7
31.3,-81.5
31.8,-80.7
31.9,-80.1
31.9,-79.5
31.9,-78.7
31.9,-77.9
31.5,-77.2
31.2,-76.6
31.1,-75.9
30.9,-75.7
30.4,-76.0
30.3,-76.1
30.2,-76.2
30.4,-76.3
30.7,-76.4
31.1,-76.6
31.7,-77.0
32.0,-77.8
32.2,-78.3
32.4,-78.2
32.8,-77.7
33.2,-77.0
33.6,-76.5
34.3,-76.1
35.0,-76.0
35.5,-76.3
35.6,-76.9
35.4,-77.4
32.8,-80.0
33.2,-79.0
33.6,-78.2
33.8,-77.6
34.0,-77.0
34.2,-76.4
34.4,-75.8
34.6,-75.0
34.7,-74.3
34.9,-73.0
35.1,-71.7
35.3,-69.7
35.5,-67.7
35.6,-66.2
35.5,-64.6
34.8,-63.5
34.0,-62.8
33.4,-62.8
32.8,-63.2
32.8,-63.6
33.0,-63.8
33.5,-63.7
34.2,-63.2
34.8,-62.5
36.0,-61.5
38.0,-59.8
40.5,-57.5
28.3,-28.0
27.9,-29.1
27.5,-30.1
27.2,-31.1
26.9,-32.0
26.6,-32.9
26.3,-33.7
26.0,-34.6
25.7,-35.4
25.5,-36.4
25.3,-37.3
25.2,-38.3
25.2,-39.2
25.3,-40.3
25.4,-41.7
25.6,-43.0
25.8,-44.1
26.3,-45.3
27.1,-46.2
28.0,-46.6
28.8,-46.5
30.0,-45.9
31.0,-44.9
31.8,-43.8
32.6,-42.6
33.1,-41.7
33.8,-40.5
34.3,-39.3
35.1,-37.9
37.0,-35.5
40.4,-34.0
43.0,-34.0
47.0,-34.5
49.5,-35.5
52.0,-37.0
19.4,-84.1
19.8,-83.5
20.4,-83.0
21.0,-82.7
21.4,-82.2
21.7,-81.6
21.9,-81.0
22.2,-80.5
23.3,-80.1
24.7,-79.6
26.1,-79.0
27.4,-78.5
23.2,-59.8
23.5,-60.3
23.8,-60.7
24.1,-61.2
24.4,-61.7
24.7,-62.5
25.1,-63.3
25.7,-63.9
26.2,-64.5
26.7,-64.8
27.3,-65.1
27.5,-65.2
27.6,-65.2
27.6,-65.2
27.2,-65.3
26.6,-65.4
26.0,-65.5
25.5,-65.6
25.0,-65.7
24.6,-65.6
24.1,-65.5
24.0,-65.4
24.1,-65.3
24.3,-65.2
24.8,-65.2
25.4,-65.2
26.0,-65.3
26.5,-65.5
26.8,-65.6
27.1,-65.8
27.2,-66.2
27.4,-66.6
27.6,-66.8
28.0,-66.9
28.7,-66.8
29.6,-66.5
30.6,-66.2
31.6,-65.3
32.3,-64.7
33.0,-63.9
34.0,-62.1
34.9,-60.5
35.6,-58.9
36.4,-56.5
37.2,-54.2
38.0,-52.6
38.7,-51.1
39.0,-49.8
39.3,-48.7
39.1,-48.0
38.9,-47.2
39.4,-46.4
40.1,-45.8
40.6,-45.5
40.9,-45.1
41.8,-43.6
43.5,-41.9
45.6,-39.7
49.0,-38.5
53.0,-38.5
55.1,-38.0
57.0,-37.0
59.0,-36.5
9.0,-45.5
9.1,-47.0
9.3,-48.7
9.5,-50.0
9.6,-51.3
9.8,-52.2
10.2,-53.1
10.8,-54.5
11.4,-56.0
11.8,-57.7
12.0,-59.5
12.0,-61.2
11.5,-23.0
11.9,-24.5
12.3,-25.9
12.7,-27.2
13.1,-28.7
13.5,-30.1
13.7,-31.2
13.9,-32.3
14.3,-33.2
14.6,-34.2
14.9,-35.0
15.1,-35.8
15.5,-36.8
15.8,-37.8
16.3,-38.6
16.7,-39.5
17.2,-40.4
17.6,-41.2
17.9,-42.0
18.3,-42.9
18.6,-43.9
19.1,-45.0
19.6,-46.0
20.4,-47.0
21.0,-48.1
21.9,-49.5
22.8,-50.6
23.8,-52.0
25.0,-52.9
26.6,-54.2
28.0,-55.1
29.7,-55.9
31.2,-56.2
32.9,-55.9
34.4,-55.2
35.7,-54.0
37.0,-51.8
38.3,-49.8
39.7,-47.9
40.9,-45.7
42.1,-43.6
43.5,-39.5
44.5,-36.5
45.7,-33.0
47.0,-29.0
48.5,-25.0
49.5,-20.5
50.5,-16.5
52.0,-12.0
55.0,-9.0
58.0,-6.0
62.0,-4.0
26.1,-52.6
26.8,-53.4
27.4,-54.0
28.0,-54.4
28.6,-54.6
28.9,-54.9
29.0,-55.4
29.2,-55.8
29.5,-56.5
29.8,-57.1
30.1,-57.7
30.6,-58.5
31.3,-59.2
32.0,-59.8
32.8,-60.2
33.8,-60.3
35.2,-60.3
37.2,-59.6
39.8,-58.0
42.5,-56.2
45.5,-53.7
47.6,-51.0
48.6,-49.0
49.5,-47.0
15.7,-44.8
15.6,-46.8
15.2,-48.5
14.9,-50.1
15.0,-51.6
15.2,-53.1
15.4,-54.8
15.7,-56.6
15.9,-58.6
16.1,-60.4
15.7,-62.0
15.0,-63.4
15.1,-65.0
15.6,-66.4
15.7,-67.8
15.4,-69.1
15.7,-70.4
16.6,-71.2
17.3,-71.8
18.3,-72.7
19.6,-73.9
20.1,-74.5
20.8,-75.2
21.8,-76.7
22.7,-78.3
23.4,-80.0
23.7,-81.4
24.2,-82.6
25.0,-83.6
25.7,-84.7
26.3,-85.7
26.8,-86.7
27.4,-87.6
28.0,-88.3
28.6,-88.8
28.9,-89.4
29.0,-89.7
29.1,-90.0
29.2,-90.2
29.4,-90.5
29.7,-90.8
30.1,-91.1
30.6,-91.5
31.3,-91.9
32.1,-92.4
33.1,-92.9
34.3,-93.5
35.6,-94.0
36.8,-94.1
37.8,-93.9
38.4,-93.3
13.5,-35.0
13.7,-34.9
13.9,-34.9
14.2,-35.2
14.4,-35.8
14.5,-36.3
14.4,-37.0
14.3,-37.7
14.3,-38.7
14.4,-39.8
14.5,-41.0
14.5,-42.2
14.4,-43.5
14.4,-44.8
14.5,-46.2
14.6,-47.6
14.6,-49.1
14.6,-50.5
14.5,-51.7
14.6,-52.9
14.9,-54.2
15.2,-55.7
15.3,-57.2
15.1,-58.9
14.9,-60.7
14.9,-62.3
14.9,-63.6
15.0,-64.8
15.2,-66.2
15.3,-67.6
15.4,-69.0
30.5,-51.0
30.2,-51.0
29.7,-50.7
29.3,-50.3
29.3,-50.0
29.5,-49.8
30.3,-49.5
31.3,-50.6
31.8,-52.0
31.7,-53.5
30.8,-55.0
30.3,-55.3
30.1,-55.6
30.6,-55.9
31.1,-56.0
32.1,-56.2
32.6,-57.0
31.5,-57.2
32.0,-56.0
32.3,-55.8
32.6,-55.7
32.4,-56.2
31.4,-57.0
30.3,-57.6
29.3,-58.7
28.4,-60.1
27.3,-61.8
26.2,-63.2
25.3,-64.7
24.5,-66.2
23.7,-67.1
23.4,-67.7
23.1,-68.0
22.8,-68.3
23.0,-68.6
23.4,-68.9
24.3,-68.9
25.5,-69.2
26.4,-69.5
27.0,-69.7
27.4,-69.9
27.8,-69.9
27.7,-69.6
27.7,-69.1
27.8,-68.2
27.8,-68.0
27.0,-67.4
18.3,-61.8
18.3,-63.2
18.4,-64.7
18.5,-66.3
18.4,-66.5
18.3,-67.4
18.5,-68.4
19.0,-70.0
19.1,-71.9
19.1,-73.8
19.0,-75.7
18.9,-77.2
19.0,-78.7
19.4,-80.1
19.6,-81.3
19.7,-82.3
19.7,-83.3
19.6,-84.2
19.5,-85.1
20.0,-85.8
20.6,-86.5
21.7,-87.4
23.3,-88.2
25.0,-87.2
26.3,-85.2
24.7,-94.8
25.9,-93.6
27.0,-92.5
28.8,-91.2
31.7,-90.0
36.2,-89.3
40.1,-88.0
42.5,-87.0
44.5,-84.7
46.0,-80.3
17.3,-80.2
17.8,-81.7
18.2,-83.0
18.6,-84.4
18.8,-85.7
19.0,-86.9
19.1,-87.7
19.2,-87.8
19.2,-88.7
19.3,-89.5
19.4,-90.1
19.5,-90.7
19.7,-91.4
20.1,-92.6
20.4,-93.7
20.6,-94.2
20.9,-94.9
21.3,-96.1
21.6,-97.7
21.6,-99.3
21.6,-100.9
21.6,-102.5
21.7,-104.0
21.7,-105.7
21.8,-107.3
9.5,-31.2
9.7,-32.2
9.7,-33.1
10.0,-34.5
10.3,-36.3
10.8,-37.7
11.5,-39.1
12.1,-40.9
12.8,-42.9
13.2,-44.9
13.6,-46.8
14.1,-48.4
14.8,-49.9
15.6,-51.2
16.4,-52.0
17.1,-52.5
17.9,-52.9
18.5,-53.3
19.3,-53.7
19.6,-53.7
21.0,-52.9
22.2,-52.4
23.1,-52.4
23.5,-52.4
23.5,-52.5
24.0,-52.5
17.8,-83.6
18.6,-84.6
19.8,-85.8
20.8,-87.0
20.9,-87.2
21.8,-88.8
22.8,-90.4
23.0,-92.0
23.2,-93.3
23.7,-94.1
24.3,-94.9
24.9,-95.7
25.4,-96.2
25.9,-96.7
26.0,-96.8
26.4,-97.2
26.4,-97.2
26.4,-97.4
26.5,-97.8
26.7,-98.3
27.2,-98.9
27.9,-100.0
28.3,-101.4
28.5,-102.7
28.8,-104.0
29.4,-105.0
30.0,-105.7
30.5,-106.0
31.0,-106.3
31.9,-106.7
32.9,-106.3
19.2,-92.3
20.0,-93.2
21.3,-93.4
22.3,-94.3
22.8,-95.6
22.2,-96.7
22.0,-97.3
22.0,-97.4
22.0,-97.7
21.9,-98.0
21.8,-98.8
21.7,-99.8
21.6,-101.0
38.6,-67.1
38.4,-66.9
38.1,-66.2
38.5,-65.1
39.0,-63.9
39.4,-62.7
39.8,-61.6
40.2,-60.6
41.0,-59.6
42.0,-58.5
43.0,-57.1
44.1,-55.6
14.8,-29.0
15.4,-30.1
16.1,-31.1
16.7,-32.2
17.2,-33.3
17.8,-34.3
18.6,-35.2
22.4,-97.4
22.3,-97.9
21.9,-98.5
21.5,-99.0
30.7,-65.0
30.8,-65.6
30.9,-66.2
31.0,-66.9
31.1,-67.8
31.3,-68.7
31.5,-69.6
31.7,-70.6
32.0,-71.7
32.4,-72.6
32.9,-73.2
33.4,-73.8
33.7,-74.5
33.9,-75.0
34.2,-75.0
34.4,-74.9
34.6,-74.7
34.8,-74.5
35.2,-73.8
35.9,-72.7
36.8,-71.2
17.9,-41.9
18.3,-43.3
18.7,-44.6
19.1,-46.1
20.0,-47.8
20.8,-49.3
21.7,-50.9
22.6,-52.2
23.4,-53.4
24.3,-54.5
25.0,-55.7
25.5,-56.3
25.8,-57.2
26.3,-57.9
26.5,-58.9
26.4,-60.0
25.8,-61.3
25.5,-72.5
25.4,-72.4
25.4,-72.2
25.5,-72.2
25.6,-72.3
25.5,-72.4
25.4,-72.3
25.3,-72.2
25.4,-72.1
25.4,-71.9
25.3,-71.7
36.0,-73.0
35.0,-72.0
34.0,-71.0
33.4,-69.5
34.0,-68.0
34.8,-66.8
35.8,-65.7
37.0,-64.8
38.3,-64.7
39.1,-64.9
39.6,-65.9
38.9,-66.7
38.2,-66.0
