year,month,day,hour,wind,pressure,status_disturbance,status_extratropical,status_hurricane,status_other low,status_subtropical depression,status_subtropical storm,status_tropical depression,status_tropical storm,status_tropical wave,bearing_last_deg,displacment_km,speed_kmh,last_loc_lat,last_loc_long,land
2018,9,18,0,25,1008,0,1,0,0,0,0,0,0,0,25.016893478100112,151.166261191867,25.194376865311167,38.8,-82.0,1
2018,9,18,6,25,1007,0,1,0,0,0,0,0,0,0,25.942295489871626,372.2537658681067,62.04229431135112,39.5,-80.5,1
2018,9,18,12,25,1006,0,1,0,0,0,0,0,0,0,14.420773127511074,307.76565602433527,51.29427600405588,41.3,-76.8,1
2005,11,19,12,25,1010,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
2005,11,19,18,25,1009,0,1,0,0,0,0,0,0,0,-30.96375653207358,59.78556792325545,9.964261320542574,27.0,-48.0,0
2005,11,20,0,25,1008,0,1,0,0,0,0,0,0,0,0.0,79.6134053822629,13.268900897043816,26.7,-47.5,0
2005,11,20,6,25,1008,0,1,0,0,0,0,0,0,0,32.00538320808336,96.84923547220092,16.141539245366822,26.7,-46.7,0
2005,11,20,12,30,1007,0,1,0,0,0,0,0,0,0,24.443954780416508,122.04282961502383,20.340471602503975,27.2,-45.9,0
2005,11,20,18,35,1003,0,1,0,0,0,0,0,0,0,12.99461679191656,132.29158690676826,22.04859781779471,27.7,-44.8,0
2005,11,21,0,35,1000,0,1,0,0,0,0,0,0,0,12.99461679191656,131.9492016109947,21.991533601832447,28.0,-43.5,0
2005,11,21,6,35,998,0,1,0,0,0,0,0,0,0,32.471192290848435,132.6035913503933,22.10059855839888,28.3,-42.2,0
2005,11,21,12,35,996,0,1,0,0,0,0,0,0,0,41.987212495816614,139.1513480051193,23.19189133418655,29.0,-41.1,0
2005,11,21,18,40,994,0,1,0,0,0,0,0,0,0,63.43494882292202,120.82343515383972,20.13723919230662,29.9,-40.1,0
2005,11,22,0,40,992,0,1,0,0,0,0,0,0,0,-50.194428907734874,81.82965032264956,13.638275053774926,30.9,-39.6,0
2005,11,22,6,45,990,0,1,0,0,0,0,0,0,0,-26.565051177077994,22.00770365574188,3.6679506092903136,31.5,-40.1,0
2005,11,22,12,45,988,0,1,0,0,0,0,0,0,0,-63.43494882292161,24.132242880841655,4.022040480140276,31.4,-39.9,0
2005,11,22,18,45,986,0,0,0,0,0,1,0,0,0,35.537677791974275,86.87273139983715,14.478788566639524,31.2,-39.8,0
2005,11,23,0,45,984,0,0,0,0,0,1,0,0,0,63.43494882292211,96.67320381654535,16.112200636090893,30.7,-40.5,0
2005,11,23,6,45,983,0,0,0,0,0,1,0,0,0,70.01689347810004,127.96333168813044,21.32722194802174,29.9,-40.9,0
2005,11,23,12,50,983,0,0,0,0,0,0,0,1,0,-85.91438322002537,155.46041607060272,25.910069345100453,28.8,-41.3,0
2005,11,23,18,50,983,0,0,0,0,0,0,0,1,0,-68.1985905136479,117.71165474842655,19.61860912473776,27.4,-41.2,0
2005,11,24,0,55,982,0,0,0,0,0,0,0,1,0,-56.30993247402042,116.41816278611554,19.403027131019257,26.4,-40.8,0
2005,11,24,6,55,981,0,0,0,0,0,0,0,1,0,-39.805571092265126,81.98567274402038,13.664278790670062,25.5,-40.2,0
2005,11,24,12,60,980,0,0,0,0,0,0,0,1,0,-18.43494882292191,64.54038680264743,10.756731133774572,25.0,-39.6,0
2005,11,24,18,60,980,0,0,0,0,0,0,0,1,0,-63.43494882292161,24.35544346132819,4.0592405768880315,24.8,-39.0,0
2005,11,25,0,60,980,0,0,0,0,0,0,0,1,0,78.69006752597963,56.30361950036012,9.383936583393352,24.6,-38.9,0
2005,11,25,6,55,982,0,0,0,0,0,0,0,1,0,45.000000000000334,45.12841661342712,7.52140276890452,24.1,-39.0,0
2005,11,25,12,55,982,0,0,0,0,0,0,0,1,0,59.03624346792613,63.28286604474784,10.547144340791307,23.8,-39.3,0
2005,11,25,18,50,985,0,0,0,0,0,0,0,1,0,68.19859051364861,59.044208472724875,9.840701412120811,23.3,-39.6,0
2005,11,26,0,45,989,0,0,0,0,0,0,0,1,0,-90.0,55.36888660045008,9.22814776674168,22.8,-39.8,0
2005,11,26,6,40,993,0,0,0,0,0,0,0,1,0,-51.34019174591001,69.06672962152271,11.51112160358712,22.3,-39.8,0
2005,11,26,12,35,997,0,0,0,0,0,0,0,1,0,11.309932474020174,105.6805471438944,17.6134245239824,21.8,-39.4,0
2005,11,26,18,35,997,0,0,0,0,0,0,0,1,0,28.610459665965244,131.3844313100236,21.89740521833727,22.0,-38.4,0
2005,11,27,0,35,998,0,0,0,0,0,0,0,1,0,30.96375653207349,183.20814934693487,30.53469155782248,22.6,-37.3,0
2005,11,27,6,45,993,0,0,0,0,0,0,0,1,0,35.83765295427835,232.80268143578985,38.80044690596497,23.5,-35.8,0
2005,11,27,12,60,982,0,0,0,0,0,0,0,1,0,42.13759477388821,297.80629689320614,49.63438281553436,24.8,-34.0,0
2005,11,27,18,60,982,0,0,0,0,0,0,0,1,0,38.65980825409011,265.4893971376087,44.24823285626812,26.7,-31.9,0
2005,11,28,0,60,983,0,0,0,0,0,0,0,1,0,18.434948822922035,250.71905369574844,41.78650894929141,28.3,-29.9,0
2005,11,28,6,60,984,0,0,0,0,0,0,0,1,0,16.50436138175497,276.4090794564805,46.06817990941342,29.1,-27.5,0
2005,11,28,12,60,985,0,1,0,0,0,0,0,0,0,5.355825042855204,310.37721628330905,51.729536047218176,29.9,-24.8,0
2005,11,28,18,60,986,0,1,0,0,0,0,0,0,0,0.0,327.38138622485735,54.56356437080956,30.2,-21.6,0
2005,11,29,0,55,988,0,1,0,0,0,0,0,0,0,0.0,346.6375553854162,57.772925897569365,30.2,-18.2,0
2005,11,29,6,50,992,0,1,0,0,0,0,0,0,0,7.696051722016572,359.65650100066597,59.942750166777664,30.2,-14.6,0
2005,11,29,12,35,1000,0,1,0,0,0,0,0,0,0,23.838740183171744,458.9945499870433,76.49909166450722,30.7,-10.9,1
2005,11,29,18,30,1003,0,1,0,0,0,0,0,0,0,25.740708356232805,597.8954917292967,99.64924862154946,32.6,-6.6,1
2020,10,4,18,30,1006,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0
2020,10,5,0,30,1006,0,0,0,0,0,0,1,0,0,-0.0,85.45502394771924,14.24250399128654,16.4,-76.2,0
2020,10,5,6,30,1006,0,0,0,0,0,0,1,0,0,-0.0,74.77315730289133,12.462192883815222,16.4,-77.0,0
2020,10,5,12,40,1004,0,0,0,0,0,0,0,1,0,-0.0,74.77315730289133,12.462192883815222,16.4,-77.7,0
2020,10,5,18,55,985,0,0,0,0,0,0,0,1,0,-0.0,74.77315730288981,12.46219288381497,16.4,-78.4,0
2020,10,6,0,65,980,0,0,1,0,0,0,0,0,0,-15.94539590092301,77.94327274114859,12.9905454568581,16.4,-79.1,0
2020,10,6,6,75,973,0,0,1,0,0,0,0,0,0,-29.054604099076993,110.7297416816779,18.45495694694631,16.6,-79.8,0
2020,10,6,12,100,959,0,0,1,0,0,0,0,0,0,-28.300755766006407,158.3423330924752,26.390388848745868,17.1,-80.7,0
2020,10,6,18,120,953,0,0,1,0,0,0,0,0,0,-28.300755766006407,157.87658468581478,26.312764114302464,17.8,-82.0,0
2020,10,7,0,100,962,0,0,1,0,0,0,0,0,0,-31.607502246248984,163.09337911994652,27.18222985332442,18.5,-83.3,0
2020,10,7,6,90,968,0,0,1,0,0,0,0,0,0,-31.607502246248703,162.54027913347932,27.090046522246553,19.3,-84.6,0
2020,10,7,10,90,971,0,0,1,0,0,0,0,0,0,-34.992020198558635,129.9759507062109,21.662658451035153,20.1,-85.9,0
2020,10,7,12,85,973,0,0,1,0,0,0,0,0,0,-30.96375653207358,61.70477104473018,10.28412850745503,20.8,-86.9,1
2020,10,7,18,75,978,0,0,1,0,0,0,0,0,0,-23.19859051364824,159.64490489304234,26.60748414884039,21.1,-87.4,0
2020,10,8,0,80,973,0,0,1,0,0,0,0,0,0,-23.198590513648153,159.10128986859488,26.516881644765817,21.7,-88.8,0
2020,10,8,6,85,973,0,0,1,0,0,0,0,0,0,-30.25643716352918,145.67708918451277,24.27951486408546,22.3,-90.2,0
2020,10,8,12,90,969,0,0,1,0,0,0,0,0,0,-34.992020198558635,128.32037047022914,21.386728411704855,23.0,-91.4,0
2020,10,8,18,100,960,0,0,1,0,0,0,0,0,0,-48.81407483429084,113.65084626498512,18.941807710830854,23.7,-92.4,0
2020,10,9,0,105,953,0,0,1,0,0,0,0,0,0,-63.43494882292171,97.39678439667962,16.232797399446603,24.5,-93.1,0
2020,10,9,6,105,953,0,0,1,0,0,0,0,0,0,-78.69006752597963,112.58590100643433,18.76431683440572,25.3,-93.5,0
2020,10,9,12,100,958,0,0,1,0,0,0,0,0,0,-85.23635830927408,133.3329453259552,22.222157554325864,26.3,-93.7,0
2020,10,9,18,90,966,0,0,1,0,0,0,0,0,0,80.53767779197425,134.42972940954763,22.40495490159127,27.5,-93.8,0
2020,10,9,23,85,970,0,0,1,0,0,0,0,0,0,65.5560452195835,131.25329252447727,21.875548754079546,28.7,-93.6,1
2020,10,10,0,75,971,0,0,1,0,0,0,0,0,0,56.30993247402178,38.453640135901054,6.408940022650175,29.8,-93.1,1
2020,10,10,6,50,985,0,0,0,0,0,0,0,1,0,61.699244233993475,158.94691105141808,26.491151841903015,30.1,-92.9,1
2020,10,10,12,35,993,0,0,0,0,0,0,0,1,0,53.97262661489653,143.52042625053858,23.92007104175643,31.4,-92.2,1
2020,10,10,18,25,998,0,1,0,0,0,0,0,0,0,44.99999999999949,116.07510695225814,19.34585115870969,32.5,-91.4,1
2020,10,11,0,25,1002,0,1,0,0,0,0,0,0,0,30.96375653207358,114.20710124589274,19.034516874315457,33.3,-90.6,1
2020,10,11,6,25,1004,0,1,0,0,0,0,0,0,0,26.565051177077994,107.61417406209644,17.935695677016074,33.9,-89.6,1
2020,10,11,12,20,1005,0,1,0,0,0,0,0,0,0,19.98310652190001,110.2281460513123,18.37135767521871,34.4,-88.6,1
2020,10,11,18,20,1007,0,1,0,0,0,0,0,0,0,14.036243467926637,114.5528291435382,19.092138190589697,34.8,-87.5,1
2009,9,7,18,30,1005,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0
2009,9,8,0,35,1004,0,0,0,0,0,0,0,1,0,4.085616779974939,153.00299902504784,25.500499837507977,11.8,-24.0,0
2009,9,8,6,45,1000,0,0,0,0,0,0,0,1,0,-0.0,152.630072662742,25.438345443790336,11.7,-25.4,0
2009,9,8,12,55,994,0,0,0,0,0,0,0,1,0,-4.7636416907262475,131.2691803857306,21.8781967309551,11.7,-26.8,0
2009,9,8,18,60,990,0,0,0,0,0,0,0,1,0,-4.763641690726164,131.22197550181576,21.87032925030263,11.8,-28.0,0
2009,9,9,0,70,983,0,0,1,0,0,0,0,0,0,-24.443954780416508,131.8849762212011,21.980829370200183,11.9,-29.2,0
2009,9,9,6,90,970,0,0,1,0,0,0,0,0,0,-30.96375653207351,127.28962754424433,21.21493792404072,12.4,-30.3,0
2009,9,9,12,105,958,0,0,1,0,0,0,0,0,0,-36.869897645843984,109.17889920767824,18.196483201279708,13.0,-31.3,0
2009,9,9,18,100,960,0,0,1,0,0,0,0,0,0,-40.60129464500463,100.65053210334186,16.77508868389031,13.6,-32.1,0
2009,9,10,0,95,965,0,0,1,0,0,0,0,0,0,-40.601294645004415,100.503258900505,16.750543150084166,14.2,-32.8,0
2009,9,10,6,90,970,0,0,1,0,0,0,0,0,0,-40.601294645004344,100.35007475083825,16.72501245847304,14.8,-33.5,0
2009,9,10,12,85,974,0,0,1,0,0,0,0,0,0,-60.255118703057896,88.52942421383534,14.754904035639225,15.4,-34.2,0
2009,9,10,18,80,975,0,0,1,0,0,0,0,0,0,-63.434948822922145,73.72630734920348,12.287717891533914,16.1,-34.6,0
2009,9,11,0,80,975,0,0,1,0,0,0,0,0,0,-68.1985905136479,59.29331541552905,9.882219235921507,16.7,-34.9,0
2009,9,11,6,75,980,0,0,1,0,0,0,0,0,0,44.999999999999666,46.03338829811303,7.672231383018839,17.2,-35.1,0
2009,9,11,12,65,987,0,0,1,0,0,0,0,0,0,18.434948822922426,33.71917247207008,5.619862078678346,17.5,-34.8,0
2009,9,11,18,55,994,0,0,0,0,0,0,0,1,0,0.0,31.842352665388457,5.307058777564742,17.6,-34.5,0
2009,9,12,0,50,998,0,0,0,0,0,0,0,1,0,0.0,31.842352665389207,5.307058777564868,17.6,-34.2,0
2009,9,12,6,40,1002,0,0,0,0,0,0,0,1,0,0.0,31.842352665388457,5.307058777564742,17.6,-33.9,0
2009,9,12,12,35,1003,0,0,0,0,0,0,0,1,0,-90.0,11.067531068295349,1.8445885113825584,17.6,-33.6,0
2009,9,12,18,30,1004,0,0,0,1,0,0,0,0,0,-0.0,21.239885658213694,3.539980943035616,17.5,-33.6,0
2009,9,13,0,30,1006,0,0,0,1,0,0,0,0,0,-0.0,21.23988565821445,3.539980943035742,17.5,-33.8,0
2009,9,13,6,30,1007,0,0,0,1,0,0,0,0,0,-0.0,31.859826659043435,5.309971109840572,17.5,-34.0,0
2009,9,13,12,30,1007,0,0,0,1,0,0,0,0,0,-44.99999999999949,61.322563888333555,10.22042731472226,17.5,-34.3,0
2009,9,13,18,30,1007,0,0,0,1,0,0,0,0,0,-40.601294645004714,99.46601186612956,16.577668644354926,17.9,-34.7,0
2009,9,14,0,30,1007,0,0,0,1,0,0,0,0,0,-29.054604099077185,109.86166082797044,18.310276804661743,18.5,-35.4,0
2009,9,14,6,30,1007,0,0,0,1,0,0,0,0,0,-9.462322208025563,128.20041343898762,21.366735573164604,19.0,-36.3,0
2009,9,14,12,30,1007,0,0,0,1,0,0,0,0,0,-0.0,136.71492965333397,22.785821608888995,19.2,-37.5,0
2009,9,14,18,25,1008,0,0,0,1,0,0,0,0,0,4.085616779974774,147.69121116829788,24.61520186138298,19.2,-38.8,0
2009,9,15,0,25,1008,0,0,0,1,0,0,0,0,0,-0.0,147.3201394878506,24.553356581308435,19.1,-40.2,0
2009,9,15,6,25,1008,0,0,0,1,0,0,0,0,0,-7.594643368591418,159.2937167178597,26.54895278630995,19.1,-41.6,0
2009,9,15,12,25,1008,0,0,0,1,0,0,0,0,0,-17.354024636261308,176.7923144199155,29.465385736652586,19.3,-43.1,0
2009,9,15,18,25,1010,0,0,0,1,0,0,0,0,0,-19.440034828176177,189.78870535574825,31.63145089262471,19.8,-44.7,0
2009,9,16,0,25,1010,0,0,0,1,0,0,0,0,0,-20.22485943116817,212.50391966039476,35.41731994339913,20.4,-46.4,0
2009,9,16,6,25,1010,0,0,0,1,0,0,0,0,0,-20.224859431168007,211.64494011616236,35.27415668602706,21.1,-48.3,0
2009,9,16,12,25,1010,0,0,0,1,0,0,0,0,0,-14.743562836470748,203.79193166214165,33.96532194369028,21.8,-50.2,0
2009,9,16,18,25,1010,0,0,0,1,0,0,0,0,0,-14.03624346792648,213.03699012726867,35.506165021211444,22.3,-52.1,0
2009,9,17,0,25,1010,0,0,0,1,0,0,0,0,0,-14.743562836470748,202.43878455868636,33.73979742644773,22.8,-54.1,0
2009,9,17,6,25,1010,0,0,0,1,0,0,0,0,0,-14.743562836470748,201.7411600310254,33.62352667183757,23.3,-56.0,0
2009,9,17,12,25,1011,0,0,0,1,0,0,0,0,0,-11.309932474020174,208.26788668302373,34.71131444717062,23.8,-57.9,0
2009,9,17,18,25,1011,0,0,0,1,0,0,0,0,0,-13.240519915187251,178.03843246693148,29.673072077821914,24.2,-59.9,0
2009,9,18,0,25,1012,0,0,0,1,0,0,0,0,0,-10.619655276155028,165.22055604511718,27.536759340852864,24.6,-61.6,0
2009,9,18,6,25,1012,0,0,0,1,0,0,0,0,0,-14.93141717813763,157.6558415680297,26.275973594671616,24.9,-63.2,0
2009,9,18,12,25,1012,0,0,0,1,0,0,0,0,0,-12.99461679191656,134.90983174310415,22.484971957184023,25.3,-64.7,0
2009,9,18,18,25,1012,0,0,0,1,0,0,0,0,0,-15.255118703057716,115.25681658923072,19.20946943153845,25.6,-66.0,0
2009,9,19,0,25,1012,0,0,0,1,0,0,0,0,0,-16.69924423399366,105.44974994928816,17.57495832488136,25.9,-67.1,0
2009,9,19,6,25,1012,0,0,0,1,0,0,0,0,0,-12.52880770915139,92.56684781278598,15.427807968797664,26.2,-68.1,0
2009,9,19,12,25,1012,0,0,0,1,0,0,0,0,0,-14.03624346792672,82.77311809751143,13.795519682918572,26.4,-69.0,0
2015,8,30,0,30,1007,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0
2015,8,30,6,35,1005,0,0,0,0,0,0,0,1,0,-33.69006752597981,118.40074920822094,19.73345820137016,11.6,-17.5,0
2015,8,30,12,45,1004,0,0,0,0,0,0,0,1,0,-39.289406862500336,155.5397821131325,25.92329701885542,12.2,-18.4,0
2015,8,30,18,55,998,0,0,0,0,0,0,0,1,0,-36.86989764584405,163.66204526767226,27.277007544612044,13.1,-19.5,0
2015,8,31,0,65,992,0,0,1,0,0,0,0,0,0,-30.96375653207351,126.6791969649862,21.11319949416437,14.0,-20.7,0
2015,8,31,6,70,989,0,0,1,0,0,0,0,0,0,-41.18592516570967,115.7814714911122,19.29691191518537,14.6,-21.7,0
2015,8,31,12,75,986,0,0,1,0,0,0,0,0,0,-45.0,123.24853127314708,20.541421878857847,15.3,-22.5,0
2015,8,31,18,70,988,0,0,1,0,0,0,0,0,0,-41.18592516570959,115.32320854965066,19.22053475827511,16.1,-23.3,0
2015,9,1,0,65,991,0,0,1,0,0,0,0,0,0,-36.86989764584402,107.97476595122504,17.995794325204173,16.8,-24.1,0
2015,9,1,6,60,994,0,0,0,0,0,0,0,1,0,-26.56505117707809,95.76024260141992,15.960040433569988,17.4,-24.9,0
2015,9,1,12,50,1000,0,0,0,0,0,0,0,1,0,-21.801409486351744,114.78589749957668,19.13098291659611,17.8,-25.7,0
2015,9,1,18,45,1003,0,0,0,0,0,0,0,1,0,-29.05460409907709,110.00452878969904,18.334088131616507,18.2,-26.7,0
2015,9,2,0,45,1003,0,0,0,0,0,0,0,1,0,-19.983106521900112,124.05975204457953,20.676625340763252,18.7,-27.6,0
2015,9,2,6,40,1004,0,0,0,0,0,0,0,1,0,-11.309932474020174,107.47038228155932,17.911730380259886,19.1,-28.7,0
2015,9,2,12,40,1005,0,0,0,0,0,0,0,1,0,-20.556045219583492,90.33045212819609,15.055075354699346,19.3,-29.7,0
2015,9,2,18,35,1006,0,0,0,0,0,0,0,1,0,-23.962488974578143,104.17938359861374,17.363230599768958,19.6,-30.5,0
2015,9,3,0,35,1006,0,0,0,0,0,0,0,1,0,-26.565051177077784,94.61382900662616,15.76897150110436,20.0,-31.4,0
2015,9,3,6,40,1005,0,0,0,0,0,0,0,1,0,-23.19859051364837,80.1960020046465,13.366000334107753,20.4,-32.2,0
2015,9,3,12,40,1005,0,0,0,0,0,0,0,1,0,-36.86989764584394,106.44796491957808,17.741327486596344,20.7,-32.9,0
2015,9,3,18,35,1005,0,0,0,0,0,0,0,1,0,-22.619864948040497,136.0722596904527,22.678709948408784,21.3,-33.7,0
2015,9,4,0,35,1005,0,0,0,0,0,0,0,1,0,-5.1944289077346895,114.2450322867074,19.040838714451233,21.8,-34.9,0
2015,9,4,6,35,1005,0,0,0,0,0,0,0,1,0,-6.340191745910009,93.62542495618844,15.604237492698076,21.9,-36.0,0
2015,9,4,12,30,1005,0,0,0,0,0,0,1,0,0,-11.309932474020174,105.53908288762447,17.589847147937412,22.0,-36.9,0
2015,9,4,18,30,1006,0,0,0,0,0,0,1,0,0,-14.03624346792636,85.35783628294179,14.226306047156966,22.2,-37.9,0
2015,9,5,0,35,1006,0,0,0,0,0,0,0,1,0,-18.434948822922077,98.35353752787444,16.39225625464574,22.4,-38.7,0
2015,9,5,6,35,1007,0,0,0,0,0,0,0,1,0,-16.69924423399366,107.87818071179431,17.97969678529905,22.7,-39.6,0
2015,9,5,12,30,1008,0,0,0,0,0,0,1,0,0,-18.434948822922077,97.97299896982288,16.328833161637146,23.0,-40.6,0
2015,9,5,18,30,1008,0,0,0,0,0,0,1,0,0,-15.94539590092274,74.90241241114057,12.483735401856762,23.3,-41.5,0
2015,9,6,0,30,1009,0,0,0,0,0,0,1,0,0,-23.19859051364837,78.76802727789504,13.12800454631584,23.5,-42.2,0
2015,9,6,6,30,1010,0,0,0,0,0,0,1,0,0,-60.25511870305783,87.54381143528215,14.590635239213691,23.8,-42.9,0
2015,9,6,12,25,1010,0,0,0,0,0,0,1,0,0,82.8749836510986,89.19118079149065,14.865196798581776,24.5,-43.3,0
2021,8,9,18,30,1011,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
2021,8,10,0,30,1011,1,0,0,0,0,0,0,0,0,-26.565051177077994,169.77611039262808,28.29601839877135,13.9,-58.7,0
2021,8,10,6,30,1011,1,0,0,0,0,0,0,0,0,-25.01689347810006,178.9878849770711,29.831314162845185,14.6,-60.1,0
2021,8,10,12,30,1011,1,0,0,0,0,0,0,0,0,-25.0168934781,178.50770931157956,29.75128488526326,15.3,-61.6,0
2021,8,10,18,30,1011,1,0,0,0,0,0,0,0,0,-25.016893478100105,178.0064215269977,29.667736921166284,16.0,-63.1,0
2021,8,11,0,35,1009,0,0,0,0,0,0,0,1,0,-21.80140948635186,172.97981770428936,28.82996961738156,16.7,-64.6,0
2021,8,11,6,35,1007,0,0,0,0,0,0,0,1,0,-14.931417178137504,165.33535304885336,27.555892174808893,17.3,-66.1,0
2021,8,11,12,40,1005,0,0,0,0,0,0,0,1,0,-12.09475707701208,152.0606624451029,25.34344374085049,17.7,-67.6,0
2021,8,11,17,40,1005,0,0,0,0,0,0,0,1,0,-19.98310652190001,124.5007786270086,20.7501297711681,18.0,-69.0,1
2021,8,11,18,35,1006,0,0,0,0,0,0,0,1,0,-18.434948822921605,33.567309276117726,5.594551546019621,18.4,-70.1,1
2021,8,12,0,30,1009,0,0,0,0,0,0,1,0,0,-28.300755766006407,157.39358572953418,26.232264288255696,18.5,-70.4,1
2021,8,12,6,30,1010,0,0,0,0,0,0,1,0,0,-33.69006752597975,153.91822042903766,25.653036738172943,19.2,-71.7,0
2021,8,12,12,30,1010,0,0,0,0,0,0,1,0,0,-26.565051177077994,118.23772087478038,19.706286812463397,20.0,-72.9,0
2021,8,12,18,30,1010,0,0,0,0,0,0,1,0,0,-26.565051177077994,94.37646141771329,15.729410236285547,20.5,-73.9,0
2021,8,13,0,35,1010,0,0,0,0,0,0,0,1,0,-20.556045219583577,89.53718260566569,14.922863767610949,20.9,-74.7,0
2021,8,13,6,35,1010,0,0,0,0,0,0,0,1,0,-19.983106521900176,122.35625329899234,20.39270888316539,21.2,-75.5,0
2021,8,13,12,30,1010,0,0,0,0,0,0,1,0,0,-19.98310652189977,122.065274711304,20.344212451884,21.6,-76.6,1
2021,8,13,18,30,1011,0,0,0,0,0,0,1,0,0,-12.99461679191656,138.15195285055154,23.02532547509192,22.0,-77.7,1
2021,8,14,0,30,1012,1,0,0,0,0,0,0,0,0,-9.462322208025563,125.532745002494,20.922124167082337,22.3,-79.0,1
2021,8,14,6,30,1012,1,0,0,0,0,0,0,0,0,-10.30484646876605,115.2520507151662,19.208675119194368,22.5,-80.2,1
2021,8,14,12,30,1012,1,0,0,0,0,0,0,0,0,-9.462322208025563,125.18201929510728,20.86366988251788,22.7,-81.3,1
2021,8,14,18,30,1012,1,0,0,0,0,0,0,0,0,-21.80140948635192,111.6135264255451,18.60225440425752,22.9,-82.5,0
2021,8,15,0,35,1011,1,0,0,0,0,0,0,0,0,-53.13010235415627,107.67936347314613,17.94656057885769,23.3,-83.5,0
2021,8,15,6,35,1010,1,0,0,0,0,0,0,0,0,-71.56505117707731,104.22000179765394,17.37000029960899,24.1,-84.1,0
2021,8,15,12,35,1008,0,0,0,0,0,0,0,1,0,-66.80140948635199,83.21730498920786,13.869550831534644,25.0,-84.4,0
2021,8,15,18,40,1005,0,0,0,0,0,0,0,1,0,-54.46232220802559,92.29324825657751,15.38220804276292,25.7,-84.7,0
2021,8,16,0,50,999,0,0,0,0,0,0,0,1,0,-45.000000000000334,89.35734477309408,14.89289079551568,26.4,-85.2,0
2021,8,16,6,50,996,0,0,0,0,0,0,0,1,0,-82.87498365109761,89.19786554784197,14.866310924640327,27.0,-85.8,0
2021,8,16,12,50,993,0,0,0,0,0,0,0,1,0,77.4711922908483,101.65379498840733,16.942299164734553,27.8,-85.9,0
2021,8,16,18,55,991,0,0,0,0,0,0,0,1,0,69.44395478041675,93.35510273027452,15.559183788379086,28.7,-85.7,0
2021,8,16,19,55,991,0,0,0,0,0,0,0,1,0,90.0,22.169145906457484,3.6948576510762474,29.5,-85.4,0
2021,8,17,0,45,998,0,0,0,0,0,0,0,1,0,90.0,99.76948725357344,16.628247875595573,29.7,-85.4,1
2021,8,17,6,35,1004,0,0,0,0,0,0,0,1,0,90.0,121.95926827547837,20.326544712579725,30.6,-85.4,1
2021,8,17,12,25,1006,0,0,0,0,0,0,1,0,0,79.69515353123381,123.42768157464305,20.571280262440503,31.7,-85.4,1
2021,8,17,18,25,1008,0,0,0,0,0,0,1,0,0,67.38013505195963,140.98730140506134,23.497883567510225,32.8,-85.2,1
2021,8,18,0,25,1009,0,0,0,1,0,0,0,0,0,59.93141717813735,233.50362673825745,38.91727112304291,34.0,-84.7,1
2021,8,18,6,20,1010,0,0,0,1,0,0,0,0,0,54.16234704572184,230.9938957350241,38.498982622504016,35.9,-83.6,1
2021,8,18,12,20,1011,0,0,0,1,0,0,0,0,0,51.34019174590985,196.7122183518342,32.7853697253057,37.7,-82.3,1
2021,8,18,18,20,1013,0,0,0,1,0,0,0,0,0,40.601294645004536,179.2374165941327,29.87290276568878,39.2,-81.1,1
2021,8,19,0,20,1012,0,1,0,0,0,0,0,0,0,28.07248693585309,154.64377577768246,25.773962629613745,40.4,-79.7,1
2021,8,19,6,20,1011,0,1,0,0,0,0,0,0,0,25.016893478099888,147.32703706492387,24.554506177487312,41.2,-78.2,1
2021,8,19,12,20,1011,0,1,0,0,0,0,0,0,0,17.354024636261233,143.43464970900206,23.905774951500344,41.9,-76.7,1
2021,8,19,18,25,1010,0,1,0,0,0,0,0,0,0,10.61965527615532,135.57081478069776,22.59513579678296,42.4,-75.1,1
2021,8,20,0,25,1009,0,1,0,0,0,0,0,0,0,0.0,106.51645998518528,17.752743330864213,42.7,-73.5,1
2021,8,20,6,25,1008,0,1,0,0,0,0,0,0,0,-4.763641690726233,99.02687864158428,16.50447977359738,42.7,-72.2,1
1995,9,26,18,25,1007,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0
1995,9,27,0,30,1006,0,0,0,0,0,0,1,0,0,-21.03751102542186,152.61215670325691,25.43535945054282,10.4,-37.7,0
1995,9,27,6,30,1005,0,0,0,0,0,0,1,0,0,-26.565051177077994,122.43563031440156,20.405938385733595,10.9,-39.0,0
1995,9,27,12,35,1005,0,0,0,0,0,0,0,1,0,-49.39870535499544,101.3573671606743,16.89289452677905,11.4,-40.0,0
1995,9,27,18,40,1002,0,0,0,0,0,0,0,1,0,-60.255118703057896,88.81327824062343,14.802213040103906,12.1,-40.6,0
1995,9,28,0,45,1000,0,0,0,0,0,0,0,1,0,-54.46232220802559,94.53010521290282,15.755017535483804,12.8,-41.0,0
1995,9,28,6,50,998,0,0,0,0,0,0,0,1,0,-45.0,77.35766488822448,12.892944148037412,13.5,-41.5,0
1995,9,28,12,60,995,0,0,0,0,0,0,0,1,0,-51.34019174591001,70.16922641755583,11.694871069592638,14.0,-42.0,0
