,Unnamed: 0,name,year,month,day,hour,lat,long,status,wind,pressure
1713,1714,Alicia,1983,8,21,6,41.2,-97.0,extratropical,20,1010
1714,1715,Barry,1983,8,23,18,26.0,-76.0,tropical depression,25,1012
1715,1716,Barry,1983,8,24,0,26.8,-76.2,tropical depression,30,1011
1716,1717,Barry,1983,8,24,6,27.4,-76.3,tropical storm,40,1010
1717,1718,Barry,1983,8,24,12,28.1,-76.8,tropical storm,50,1011
1718,1719,Barry,1983,8,24,18,28.1,-77.6,tropical storm,50,1011
1719,1720,Barry,1983,8,25,0,28.1,-78.9,tropical storm,45,1011
1720,1721,Barry,1983,8,25,6,28.0,-79.8,tropical storm,40,1012
1721,1722,Barry,1983,8,25,11,27.9,-80.6,tropical depression,30,1013
1722,1723,Barry,1983,8,25,12,27.9,-80.8,tropical depression,30,1013
1723,1724,Barry,1983,8,25,18,27.5,-82.0,tropical depression,25,1014
1724,1725,Barry,1983,8,26,0,27.0,-83.8,tropical depression,20,1013
1725,1726,Barry,1983,8,26,6,26.3,-85.0,tropical depression,25,1013
1726,1727,Barry,1983,8,26,12,25.7,-86.3,tropical depression,30,1012
1727,1728,Barry,1983,8,26,18,25.2,-87.6,tropical depression,30,1011
1728,1729,Barry,1983,8,27,0,25.1,-88.9,tropical depression,30,1010
1729,1730,Barry,1983,8,27,6,25.2,-90.2,tropical depression,30,1009
1730,1731,Barry,1983,8,27,12,25.8,-91.6,tropical storm,35,1008
1731,1732,Barry,1983,8,27,18,25.8,-93.0,tropical storm,45,1002
1732,1733,Barry,1983,8,28,0,25.7,-94.5,tropical storm,60,999
1733,1734,Barry,1983,8,28,6,25.5,-95.5,tropical storm,60,998
1734,1735,Barry,1983,8,28,12,25.5,-96.4,hurricane,65,993
1735,1736,Barry,1983,8,28,17,25.4,-97.4,hurricane,70,986
1736,1737,Barry,1983,8,28,18,25.4,-97.5,hurricane,70,986
1737,1738,Barry,1983,8,29,0,25.5,-98.5,tropical storm,40,995
1738,1739,Barry,1983,8,29,6,25.5,-99.5,tropical depression,30,1005
1739,1740,Barry,1983,8,29,12,25.5,-100.5,tropical depression,25,1010
1740,1741,Chantal,1983,9,10,12,30.2,-64.4,tropical depression,25,1010
1741,1742,Chantal,1983,9,10,18,30.9,-64.0,tropical depression,30,1008
1742,1743,Chantal,1983,9,11,0,31.6,-63.3,tropical storm,35,1005
1743,1744,Chantal,1983,9,11,6,32.0,-62.4,tropical storm,45,1000
1744,1745,Chantal,1983,9,11,12,32.4,-61.2,tropical storm,55,996
1745,1746,Chantal,1983,9,11,18,32.8,-60.0,hurricane,65,994
1746,1747,Chantal,1983,9,12,0,33.1,-58.9,hurricane,65,994
1747,1748,Chantal,1983,9,12,6,33.6,-57.6,hurricane,65,994
1748,1749,Chantal,1983,9,12,12,34.0,-56.3,hurricane,65,994
1749,1750,Chantal,1983,9,12,18,34.4,-55.5,hurricane,65,994
1750,1751,Chantal,1983,9,13,0,34.8,-54.9,tropical storm,55,1000
1751,1752,Chantal,1983,9,13,6,35.3,-54.5,tropical storm,55,1000
1752,1753,Chantal,1983,9,13,12,35.9,-54.2,tropical storm,45,1005
1753,1754,Chantal,1983,9,13,18,36.3,-53.9,tropical storm,40,1005
1754,1755,Chantal,1983,9,14,0,36.8,-53.8,tropical storm,40,1005
1755,1756,Chantal,1983,9,14,6,37.4,-53.8,tropical storm,40,1006
1756,1757,Chantal,1983,9,14,12,38.7,-53.8,tropical storm,35,1008
1757,1758,Chantal,1983,9,14,18,39.5,-52.5,tropical storm,35,1008
1758,1759,Chantal,1983,9,15,0,40.4,-50.7,tropical depression,30,1009
1759,1760,Chantal,1983,9,15,6,41.7,-48.8,tropical depression,30,1009
1760,1761,Dean,1983,9,26,18,28.0,-73.0,subtropical storm,35,1010
1761,1762,Dean,1983,9,27,0,28.5,-72.9,subtropical storm,35,1009
1762,1763,Dean,1983,9,27,6,29.0,-72.8,subtropical storm,40,1006
1763,1764,Dean,1983,9,27,12,29.5,-72.6,subtropical storm,40,1003
1764,1765,Dean,1983,9,27,18,30.3,-72.1,tropical storm,40,1000
1765,1766,Dean,1983,9,28,0,31.2,-71.7,tropical storm,45,999
1766,1767,Dean,1983,9,28,6,32.2,-71.1,tropical storm,45,999
1767,1768,Dean,1983,9,28,12,33.1,-70.7,tropical storm,50,1000
1768,1769,Dean,1983,9,28,18,34.0,-70.7,tropical storm,50,1001
1769,1770,Dean,1983,9,29,0,34.5,-70.8,tropical storm,55,1003
1770,1771,Dean,1983,9,29,6,34.8,-71.0,tropical storm,55,1005
1771,1772,Dean,1983,9,29,12,35.1,-71.5,tropical storm,55,1006
1772,1773,Dean,1983,9,29,18,35.8,-73.0,tropical storm,55,1007
1773,1774,Dean,1983,9,30,0,36.4,-74.0,tropical storm,55,1008
1774,1775,Dean,1983,9,30,6,37.0,-74.9,tropical storm,55,1009
1775,1776,Dean,1983,9,30,12,37.5,-75.8,tropical storm,40,1010
1776,1777,Dean,1983,9,30,18,37.9,-76.9,tropical depression,30,1015
1777,1778,Arthur,1984,8,28,18,10.5,-51.0,tropical depression,25,1010
1778,1779,Arthur,1984,8,29,0,10.5,-52.5,tropical depression,25,1009
1779,1780,Arthur,1984,8,29,6,10.6,-54.0,tropical depression,25,1008
1780,1781,Arthur,1984,8,29,12,11.2,-55.0,tropical storm,35,1006
1781,1782,Arthur,1984,8,29,18,11.8,-55.8,tropical storm,45,1004
1782,1783,Arthur,1984,8,30,0,12.4,-56.3,tropical storm,45,1004
1783,1784,Arthur,1984,8,30,6,13.0,-57.0,tropical storm,40,1005
1784,1785,Arthur,1984,8,30,12,13.4,-57.4,tropical storm,35,1006
1785,1786,Arthur,1984,8,30,18,14.0,-57.8,tropical storm,35,1007
1786,1787,Arthur,1984,8,31,0,14.4,-58.0,tropical storm,35,1009
1787,1788,Arthur,1984,8,31,6,14.8,-58.1,tropical storm,35,1009
1788,1789,Arthur,1984,8,31,12,15.3,-58.2,tropical storm,35,1010
1789,1790,Arthur,1984,8,31,18,16.0,-58.4,tropical depression,30,1011
1790,1791,Arthur,1984,9,1,0,16.7,-58.6,tropical depression,30,1011
1791,1792,Arthur,1984,9,1,6,16.9,-59.1,tropical depression,30,1012
1792,1793,Arthur,1984,9,1,12,17.0,-59.8,tropical depression,30,1011
1793,1794,Arthur,1984,9,1,18,17.2,-60.2,tropical depression,25,1010
1794,1795,Arthur,1984,9,2,0,17.6,-60.6,tropical depression,25,1010
1795,1796,Arthur,1984,9,2,6,17.9,-61.0,tropical depression,25,1010
1796,1797,Arthur,1984,9,2,12,18.2,-61.2,tropical depression,25,1010
1797,1798,Arthur,1984,9,2,18,18.7,-61.4,tropical depression,30,1009
1798,1799,Arthur,1984,9,3,0,18.9,-61.8,tropical depression,30,1008
1799,1800,Arthur,1984,9,3,6,19.2,-62.0,tropical depression,30,1008
1800,1801,Arthur,1984,9,3,12,19.5,-62.2,tropical depression,30,1010
1801,1802,Arthur,1984,9,3,18,19.8,-62.6,tropical depression,30,1011
1802,1803,Arthur,1984,9,4,0,20.2,-62.9,tropical depression,25,1012
1803,1804,Arthur,1984,9,4,6,21.0,-63.3,tropical depression,25,1012
1804,1805,Arthur,1984,9,4,12,21.8,-64.0,tropical depression,25,1013
1805,1806,Arthur,1984,9,4,18,22.3,-65.0,tropical depression,25,1013
1806,1807,Arthur,1984,9,5,0,22.8,-66.0,tropical depression,25,1014
1807,1808,Arthur,1984,9,5,6,23.1,-66.9,tropical depression,25,1014
1808,1809,Arthur,1984,9,5,12,24.0,-67.9,tropical depression,25,1014
1809,1810,Arthur,1984,9,5,18,25.0,-68.5,tropical depression,25,1014
1810,1811,Bertha,1984,8,30,12,13.1,-41.0,tropical depression,25,1009
1811,1812,Bertha,1984,8,30,18,13.3,-42.2,tropical depression,25,1009
1812,1813,Bertha,1984,8,31,0,13.7,-43.4,tropical depression,30,1008
1813,1814,Bertha,1984,8,31,6,14.4,-44.5,tropical depression,30,1008
1814,1815,Bertha,1984,8,31,12,14.9,-45.3,tropical storm,35,1007
1815,1816,Bertha,1984,8,31,18,15.7,-46.6,tropical storm,35,1007
1816,1817,Bertha,1984,9,1,0,16.3,-47.7,tropical storm,35,1007
1817,1818,Bertha,1984,9,1,6,17.0,-48.7,tropical storm,35,1007
1818,1819,Bertha,1984,9,1,12,17.5,-49.5,tropical depression,30,1008
1819,1820,Bertha,1984,9,1,18,18.2,-50.5,tropical depression,30,1008
1820,1821,Bertha,1984,9,2,0,19.2,-51.3,tropical depression,30,1008
1821,1822,Bertha,1984,9,2,6,20.0,-52.1,tropical depression,30,1009
1822,1823,Bertha,1984,9,2,12,20.8,-53.1,tropical depression,25,1010
1823,1824,Bertha,1984,9,2,18,22.6,-52.8,tropical depression,25,1010
1824,1825,Bertha,1984,9,3,0,23.8,-52.5,tropical depression,25,1010
1825,1826,Bertha,1984,9,3,6,25.1,-51.9,tropical depression,25,1010
1826,1827,Bertha,1984,9,3,12,26.1,-50.5,tropical depression,20,1012
1827,1828,Bertha,1984,9,3,18,27.1,-49.1,tropical depression,20,1012
1828,1829,Bertha,1984,9,4,0,28.3,-47.8,tropical depression,20,1013
1829,1830,Bertha,1984,9,4,6,29.6,-46.0,tropical depression,20,1013
1830,1831,Bertha,1984,9,4,12,30.5,-44.5,tropical depression,20,1013
1831,1832,Bertha,1984,9,4,18,32.0,-42.0,tropical depression,20,1013
1832,1833,Cesar,1984,8,31,0,36.6,-66.9,subtropical depression,25,1008
1833,1834,Cesar,1984,8,31,6,37.8,-66.0,subtropical depression,30,1005
1834,1835,Cesar,1984,8,31,12,38.9,-65.0,tropical storm,35,1001
1835,1836,Cesar,1984,8,31,18,39.8,-63.1,tropical storm,35,999
1836,1837,Cesar,1984,9,1,0,40.6,-61.1,tropical storm,40,999
1837,1838,Cesar,1984,9,1,6,41.7,-59.0,tropical storm,40,998
1838,1839,Cesar,1984,9,1,12,42.9,-56.9,tropical storm,40,998
1839,1840,Cesar,1984,9,1,18,44.0,-54.9,tropical storm,40,998
1840,1841,Cesar,1984,9,2,0,44.9,-53.3,tropical storm,45,998
1841,1842,Cesar,1984,9,2,6,45.5,-51.8,tropical storm,45,997
1842,1843,Cesar,1984,9,2,12,46.0,-50.4,tropical storm,50,994
1843,1844,Cesar,1984,9,2,18,46.2,-48.9,extratropical,50,989
1844,1845,Diana,1984,9,8,12,28.5,-77.4,tropical storm,35,1008
1845,1846,Diana,1984,9,8,18,28.6,-78.3,tropical storm,40,1006
1846,1847,Diana,1984,9,9,0,28.5,-79.2,tropical storm,45,1004
1847,1848,Diana,1984,9,9,6,28.6,-79.7,tropical storm,50,1002
1848,1849,Diana,1984,9,9,12,29.0,-79.9,tropical storm,55,1000
1849,1850,Diana,1984,9,9,18,29.4,-80.1,tropical storm,60,995
1850,1851,Diana,1984,9,10,0,29.7,-80.4,tropical storm,60,994
1851,1852,Diana,1984,9,10,6,30.1,-80.3,tropical storm,60,995
1852,1853,Diana,1984,9,10,12,30.5,-80.0,hurricane,65,991
1853,1854,Diana,1984,9,10,18,30.8,-79.6,hurricane,70,986
1854,1855,Diana,1984,9,11,0,31.3,-79.1,hurricane,80,980
1855,1856,Diana,1984,9,11,6,31.8,-78.7,hurricane,85,973
1856,1857,Diana,1984,9,11,12,32.6,-78.4,hurricane,100,960
1857,1858,Diana,1984,9,11,18,33.4,-78.0,hurricane,110,952
1858,1859,Diana,1984,9,12,0,33.9,-77.7,hurricane,115,949
1859,1860,Diana,1984,9,12,6,34.0,-77.4,hurricane,95,963
1860,1861,Diana,1984,9,12,12,34.0,-77.2,hurricane,95,967
1861,1862,Diana,1984,9,12,18,33.9,-77.1,hurricane,90,970
1862,1863,Diana,1984,9,13,0,33.8,-77.4,hurricane,85,972
1863,1864,Diana,1984,9,13,6,33.9,-77.9,hurricane,80,978
1864,1865,Diana,1984,9,13,7,33.9,-78.0,hurricane,80,979
1865,1866,Diana,1984,9,13,12,34.0,-78.3,hurricane,65,990
1866,1867,Diana,1984,9,13,18,34.3,-78.5,tropical storm,55,999
1867,1868,Diana,1984,9,14,0,34.6,-78.5,tropical storm,45,1003
1868,1869,Diana,1984,9,14,6,35.0,-78.0,tropical storm,40,1005
1869,1870,Diana,1984,9,14,12,35.3,-77.1,tropical storm,45,1003
1870,1871,Diana,1984,9,14,18,35.6,-76.0,tropical storm,50,1000
1871,1872,Diana,1984,9,15,0,36.2,-74.4,tropical storm,55,997
1872,1873,Diana,1984,9,15,6,37.2,-72.7,tropical storm,60,994
1873,1874,Diana,1984,9,15,12,38.5,-70.3,tropical storm,60,992
1874,1875,Diana,1984,9,15,18,41.0,-66.0,tropical storm,60,992
1875,1876,Diana,1984,9,16,0,43.5,-61.9,tropical storm,60,994
1876,1877,Diana,1984,9,16,6,46.0,-57.8,extratropical,60,995
1877,1878,Edouard,1984,9,14,0,20.3,-96.1,tropical depression,30,1000
1878,1879,Edouard,1984,9,14,6,20.5,-96.2,tropical storm,35,1000
1879,1880,Edouard,1984,9,14,12,20.7,-96.1,tropical storm,40,1000
1880,1881,Edouard,1984,9,14,18,20.5,-96.0,tropical storm,45,1001
1881,1882,Edouard,1984,9,15,0,20.3,-95.8,tropical storm,55,998
1882,1883,Edouard,1984,9,15,6,20.0,-95.7,tropical depression,25,1002
1883,1884,Edouard,1984,9,15,12,20.0,-95.7,tropical depression,25,1001
1884,1885,Fran,1984,9,15,12,13.7,-21.3,tropical depression,25,1010
1885,1886,Fran,1984,9,15,18,13.8,-22.0,tropical depression,25,1010
1886,1887,Fran,1984,9,16,0,13.9,-22.7,tropical depression,30,1010
1887,1888,Fran,1984,9,16,6,14.0,-23.4,tropical depression,30,1009
1888,1889,Fran,1984,9,16,12,14.3,-24.1,tropical depression,30,1008
1889,1890,Fran,1984,9,16,18,14.8,-24.8,tropical storm,35,1006
1890,1891,Fran,1984,9,17,0,15.3,-25.3,tropical storm,45,1000
1891,1892,Fran,1984,9,17,6,16.3,-26.0,tropical storm,50,998
1892,1893,Fran,1984,9,17,12,17.3,-26.5,tropical storm,50,996
1893,1894,Fran,1984,9,17,18,18.4,-27.1,tropical storm,55,995
1894,1895,Fran,1984,9,18,0,19.5,-28.0,tropical storm,55,994
1895,1896,Fran,1984,9,18,6,20.2,-29.6,tropical storm,55,994
1896,1897,Fran,1984,9,18,12,20.9,-31.0,tropical storm,55,994
1897,1898,Fran,1984,9,18,18,21.1,-32.8,tropical storm,50,995
1898,1899,Fran,1984,9,19,0,21.1,-34.3,tropical storm,50,996
1899,1900,Fran,1984,9,19,6,21.0,-36.0,tropical storm,50,1000
1900,1901,Fran,1984,9,19,12,20.9,-37.9,tropical storm,45,1005
1901,1902,Fran,1984,9,19,18,20.8,-39.5,tropical storm,40,1005
1902,1903,Fran,1984,9,20,0,20.5,-40.7,tropical storm,35,1006
1903,1904,Fran,1984,9,20,6,20.2,-42.0,tropical depression,30,1008
1904,1905,Fran,1984,9,20,12,20.0,-43.0,tropical depression,25,1009
1905,1906,Gustav,1984,9,16,18,28.6,-65.5,tropical depression,30,1009
1906,1907,Gustav,1984,9,17,0,29.6,-65.5,tropical depression,30,1009
1907,1908,Gustav,1984,9,17,6,30.3,-65.5,tropical depression,30,1009
1908,1909,Gustav,1984,9,17,12,31.3,-65.2,tropical depression,30,1009
1909,1910,Gustav,1984,9,17,18,32.1,-64.7,tropical depression,30,1009
1910,1911,Gustav,1984,9,18,0,32.1,-64.7,tropical depression,30,1009
1911,1912,Gustav,1984,9,18,6,32.1,-64.7,tropical depression,30,1009
1912,1913,Gustav,1984,9,18,12,32.1,-64.7,tropical depression,30,1009
1913,1914,Gustav,1984,9,18,18,32.1,-64.7,tropical storm,45,1006
1914,1915,Gustav,1984,9,19,0,33.2,-63.6,tropical storm,45,1006
1915,1916,Gustav,1984,9,19,6,34.6,-62.6,tropical storm,45,1006
1916,1917,Hortense,1984,9,23,0,31.3,-58.3,subtropical depression,30,1009
1917,1918,Hortense,1984,9,23,6,30.7,-58.7,subtropical depression,30,1007
1918,1919,Hortense,1984,9,23,12,30.0,-59.0,subtropical depression,30,1005
1919,1920,Hortense,1984,9,23,18,29.2,-59.1,subtropical storm,35,1002
1920,1921,Hortense,1984,9,24,0,28.6,-59.2,subtropical storm,35,1000
1921,1922,Hortense,1984,9,24,6,28.4,-59.4,subtropical storm,35,999
1922,1923,Hortense,1984,9,24,12,28.4,-59.8,subtropical storm,40,999
1923,1924,Hortense,1984,9,24,18,28.5,-60.1,tropical storm,40,999
1924,1925,Hortense,1984,9,25,0,28.7,-60.3,tropical storm,45,999
1925,1926,Hortense,1984,9,25,6,28.9,-60.4,tropical storm,55,998
1926,1927,Hortense,1984,9,25,12,29.3,-60.6,tropical storm,60,997
1927,1928,Hortense,1984,9,25,18,29.7,-60.8,hurricane,65,996
1928,1929,Hortense,1984,9,26,0,30.2,-61.1,hurricane,65,993
1929,1930,Hortense,1984,9,26,6,30.8,-61.0,tropical storm,60,994
1930,1931,Hortense,1984,9,26,12,31.3,-60.7,tropical storm,50,995
1931,1932,Hortense,1984,9,26,18,32.0,-60.9,tropical storm,45,996
1932,1933,Hortense,1984,9,27,0,32.4,-60.8,tropical storm,40,996
1933,1934,Hortense,1984,9,27,6,32.8,-60.5,tropical storm,40,995
1934,1935,Hortense,1984,9,27,12,33.0,-60.0,tropical storm,35,995
1935,1936,Hortense,1984,9,27,18,32.9,-59.8,tropical storm,35,995
1936,1937,Hortense,1984,9,28,0,32.7,-59.9,tropical storm,35,995
1937,1938,Hortense,1984,9,28,6,32.3,-60.2,tropical storm,35,996
1938,1939,Hortense,1984,9,28,12,31.7,-61.0,tropical storm,40,996
1939,1940,Hortense,1984,9,28,18,31.1,-61.7,tropical storm,40,997
1940,1941,Hortense,1984,9,29,0,30.6,-62.4,tropical storm,45,998
1941,1942,Hortense,1984,9,29,6,30.5,-63.2,tropical storm,45,999
1942,1943,Hortense,1984,9,29,12,30.6,-64.0,tropical storm,45,1001
1943,1944,Hortense,1984,9,29,18,30.9,-64.7,tropical storm,40,1002
1944,1945,Hortense,1984,9,30,0,31.4,-65.0,tropical storm,40,1004
1945,1946,Hortense,1984,9,30,6,32.3,-64.9,tropical storm,35,1006
1946,1947,Hortense,1984,9,30,12,33.9,-64.2,tropical storm,35,1007
1947,1948,Hortense,1984,9,30,18,35.8,-62.2,tropical storm,35,1006
1948,1949,Hortense,1984,10,1,0,37.4,-59.8,tropical storm,40,1004
1949,1950,Hortense,1984,10,1,6,38.8,-57.0,tropical storm,45,1001
1950,1951,Hortense,1984,10,1,12,40.0,-54.0,tropical storm,50,998
1951,1952,Hortense,1984,10,1,18,40.9,-50.4,tropical storm,50,996
1952,1953,Hortense,1984,10,2,0,41.7,-46.8,tropical storm,50,995
1953,1954,Hortense,1984,10,2,6,42.3,-43.0,tropical storm,50,995
1954,1955,Hortense,1984,10,2,12,42.8,-39.0,tropical storm,50,995
1955,1956,Hortense,1984,10,2,18,43.2,-35.0,tropical storm,45,996
1956,1957,Isidore,1984,9,25,12,23.4,-73.0,tropical depression,30,1003
1957,1958,Isidore,1984,9,25,18,23.9,-73.9,tropical depression,30,1003
1958,1959,Isidore,1984,9,26,0,24.3,-74.9,tropical depression,30,1002
1959,1960,Isidore,1984,9,26,6,24.5,-76.0,tropical depression,30,1002
1960,1961,Isidore,1984,9,26,12,24.7,-77.0,tropical storm,40,1001
1961,1962,Isidore,1984,9,26,18,25.0,-77.7,tropical storm,45,1000
1962,1963,Isidore,1984,9,27,0,25.4,-78.4,tropical storm,45,999
1963,1964,Isidore,1984,9,27,6,25.8,-79.1,tropical storm,50,1000
1964,1965,Isidore,1984,9,27,12,26.4,-79.8,tropical storm,50,1000
1965,1966,Isidore,1984,9,27,18,27.3,-80.5,tropical storm,45,1001
1966,1967,Isidore,1984,9,28,0,27.8,-81.5,tropical storm,45,1002
1967,1968,Isidore,1984,9,28,6,28.5,-82.3,tropical storm,45,1002
1968,1969,Isidore,1984,9,28,12,29.5,-82.1,tropical storm,45,1002
1969,1970,Isidore,1984,9,28,18,30.1,-81.9,tropical storm,45,1001
1970,1971,Isidore,1984,9,29,0,30.7,-81.4,tropical storm,45,1004
1971,1972,Isidore,1984,9,29,6,31.3,-80.5,tropical storm,45,1005
1972,1973,Isidore,1984,9,29,12,32.2,-79.3,tropical storm,45,1004
1973,1974,Isidore,1984,9,29,18,32.8,-77.8,tropical storm,45,1002
1974,1975,Isidore,1984,9,30,0,33.6,-76.2,tropical storm,50,1000
1975,1976,Isidore,1984,9,30,6,34.3,-74.4,tropical storm,40,1005
1976,1977,Isidore,1984,9,30,12,34.8,-72.5,tropical storm,40,1007
1977,1978,Isidore,1984,9,30,18,35.3,-70.4,tropical storm,40,1007
1978,1979,Isidore,1984,10,1,0,35.8,-67.7,tropical depression,30,1007
1979,1980,Isidore,1984,10,1,6,36.4,-65.0,tropical depression,30,1008
1980,1981,Isidore,1984,10,1,12,36.8,-62.1,tropical depression,25,1012
1981,1982,Josephine,1984,10,7,6,24.1,-68.9,subtropical depression,25,1010
1982,1983,Josephine,1984,10,7,12,24.0,-69.4,subtropical depression,25,1008
1983,1984,Josephine,1984,10,7,18,23.9,-69.9,subtropical depression,25,1008
1984,1985,Josephine,1984,10,8,0,23.9,-70.4,subtropical depression,30,1006
1985,1986,Josephine,1984,10,8,6,24.0,-70.9,subtropical depression,30,1004
1986,1987,Josephine,1984,10,8,12,24.1,-71.4,tropical storm,40,1002
1987,1988,Josephine,1984,10,8,18,24.3,-71.9,tropical storm,50,998
1988,1989,Josephine,1984,10,9,0,24.6,-72.2,tropical storm,55,995
1989,1990,Josephine,1984,10,9,6,25.2,-72.2,tropical storm,60,994
1990,1991,Josephine,1984,10,9,12,25.8,-72.1,tropical storm,60,995
1991,1992,Josephine,1984,10,9,18,26.4,-72.1,tropical storm,60,993
1992,1993,Josephine,1984,10,10,0,26.9,-72.2,tropical storm,60,990
1993,1994,Josephine,1984,10,10,6,27.2,-72.4,hurricane,65,987
1994,1995,Josephine,1984,10,10,12,27.5,-72.5,hurricane,70,987
1995,1996,Josephine,1984,10,10,18,28.0,-72.6,hurricane,70,985
1996,1997,Josephine,1984,10,11,0,28.6,-72.5,hurricane,75,983
1997,1998,Josephine,1984,10,11,6,29.3,-72.4,hurricane,80,979
1998,1999,Josephine,1984,10,11,12,30.0,-72.1,hurricane,85,974
1999,2000,Josephine,1984,10,11,18,30.7,-71.9,hurricane,85,971
2000,2001,Josephine,1984,10,12,0,31.4,-71.7,hurricane,90,970
2001,2002,Josephine,1984,10,12,6,32.2,-71.7,hurricane,90,973
2002,2003,Josephine,1984,10,12,12,33.0,-71.8,hurricane,90,977
2003,2004,Josephine,1984,10,12,18,33.7,-71.7,hurricane,90,976
2004,2005,Josephine,1984,10,13,0,34.3,-71.4,hurricane,85,971
2005,2006,Josephine,1984,10,13,6,34.8,-71.2,hurricane,85,973
2006,2007,Josephine,1984,10,13,12,35.4,-71.3,hurricane,80,975
2007,2008,Josephine,1984,10,13,18,36.0,-71.7,hurricane,70,973
2008,2009,Josephine,1984,10,14,0,36.6,-71.9,hurricane,65,977
2009,2010,Josephine,1984,10,14,6,36.8,-71.7,hurricane,65,975
2010,2011,Josephine,1984,10,14,12,36.6,-71.4,hurricane,70,971
2011,2012,Josephine,1984,10,14,18,36.3,-70.8,hurricane,70,968
2012,2013,Josephine,1984,10,15,0,35.9,-69.8,hurricane,70,965
2013,2014,Josephine,1984,10,15,6,36.2,-68.4,hurricane,65,966
2014,2015,Josephine,1984,10,15,12,36.8,-66.6,hurricane,65,973
2015,2016,Josephine,1984,10,15,18,37.6,-64.8,hurricane,65,971
2016,2017,Josephine,1984,10,16,0,38.3,-63.0,hurricane,65,973
2017,2018,Josephine,1984,10,16,6,39.2,-61.4,hurricane,65,977
2018,2019,Josephine,1984,10,16,12,39.9,-59.7,hurricane,65,982
2019,2020,Josephine,1984,10,16,18,40.6,-58.2,hurricane,65,986
2020,2021,Josephine,1984,10,17,0,41.3,-56.6,hurricane,65,988
2021,2022,Josephine,1984,10,17,6,42.0,-54.9,tropical storm,60,990
2022,2023,Josephine,1984,10,17,12,43.0,-53.9,tropical storm,60,992
2023,2024,Josephine,1984,10,17,18,43.6,-54.1,tropical storm,55,993
2024,2025,Josephine,1984,10,18,0,44.0,-54.4,tropical storm,50,994
2025,2026,Josephine,1984,10,18,6,44.0,-55.1,tropical storm,50,994
2026,2027,Josephine,1984,10,18,12,44.1,-56.0,tropical storm,50,995
2027,2028,Josephine,1984,10,18,18,44.0,-57.1,extratropical,45,995
2028,2029,Josephine,1984,10,19,0,42.8,-57.7,extratropical,45,995
2029,2030,Josephine,1984,10,19,6,41.2,-56.8,extratropical,45,995
2030,2031,Josephine,1984,10,19,12,40.6,-55.1,extratropical,40,995
2031,2032,Josephine,1984,10,19,18,40.7,-53.1,extratropical,40,995
2032,2033,Josephine,1984,10,20,0,41.2,-50.9,extratropical,35,995
2033,2034,Josephine,1984,10,20,6,41.8,-48.5,extratropical,30,996
2034,2035,Josephine,1984,10,20,12,42.2,-45.7,extratropical,30,997
2035,2036,Josephine,1984,10,20,18,42.8,-42.8,extratropical,30,997
2036,2037,Josephine,1984,10,21,0,43.3,-39.5,extratropical,30,998
2037,2038,Klaus,1984,11,5,18,14.7,-68.8,tropical depression,15,1004
2038,2039,Klaus,1984,11,6,0,15.2,-68.1,tropical depression,15,1003
2039,2040,Klaus,1984,11,6,6,15.8,-67.7,tropical depression,20,1003
2040,2041,Klaus,1984,11,6,12,16.4,-67.1,tropical depression,25,1002
2041,2042,Klaus,1984,11,6,18,17.0,-66.7,tropical storm,35,1001
2042,2043,Klaus,1984,11,7,0,17.4,-66.2,tropical storm,40,1000
2043,2044,Klaus,1984,11,7,6,18.0,-65.8,tropical storm,45,998
2044,2045,Klaus,1984,11,7,12,18.5,-65.2,tropical storm,50,997
2045,2046,Klaus,1984,11,7,18,19.1,-64.7,tropical storm,60,995
2046,2047,Klaus,1984,11,8,0,19.4,-64.0,hurricane,65,992
2047,2048,Klaus,1984,11,8,6,19.6,-63.1,hurricane,70,989
2048,2049,Klaus,1984,11,8,12,19.7,-62.2,hurricane,75,986
2049,2050,Klaus,1984,11,8,18,19.9,-61.4,hurricane,80,984
2050,2051,Klaus,1984,11,9,0,20.4,-60.8,hurricane,80,982
2051,2052,Klaus,1984,11,9,6,21.1,-60.1,hurricane,80,981
2052,2053,Klaus,1984,11,9,12,21.8,-59.5,hurricane,80,980
2053,2054,Klaus,1984,11,9,18,22.7,-58.7,hurricane,80,980
2054,2055,Klaus,1984,11,10,0,23.8,-57.8,hurricane,80,979
2055,2056,Klaus,1984,11,10,6,24.8,-56.6,hurricane,75,978
2056,2057,Klaus,1984,11,10,12,26.2,-55.2,hurricane,75,977
2057,2058,Klaus,1984,11,10,18,28.0,-54.0,hurricane,75,975
2058,2059,Klaus,1984,11,11,0,29.5,-53.0,hurricane,75,971
2059,2060,Klaus,1984,11,11,6,31.0,-52.5,hurricane,70,975
2060,2061,Klaus,1984,11,11,12,32.2,-52.4,hurricane,70,977
2061,2062,Klaus,1984,11,11,18,33.4,-52.7,hurricane,70,980
2062,2063,Klaus,1984,11,12,0,34.6,-53.4,hurricane,70,982
2063,2064,Klaus,1984,11,12,6,34.8,-54.2,hurricane,70,983
2064,2065,Klaus,1984,11,12,12,35.0,-55.0,hurricane,65,984
2065,2066,Klaus,1984,11,12,18,35.5,-54.2,subtropical storm,60,985
2066,2067,Klaus,1984,11,13,0,36.5,-52.8,subtropical storm,60,986
2067,2068,Klaus,1984,11,13,6,38.0,-51.0,subtropical storm,55,987
2068,2069,Klaus,1984,11,13,12,40.0,-49.0,subtropical storm,55,988
2069,2070,Klaus,1984,11,13,18,42.0,-47.0,extratropical,50,989
