,Unnamed: 0.1,Unnamed: 0,name,year,month,day,hour,lat,long,wind,pressure,status_disturbance,status_extratropical,status_hurricane,status_other low,status_subtropical depression,status_subtropical storm,status_tropical depression,status_tropical storm,status_tropical wave,bearing_last_deg,displacment_km,speed_kmh,last_loc_lat,last_loc_long,land
1765,1765,1766,Dean,1983,9,28,0,31.2,-71.7,45,999,0,0,0,0,0,0,0,1,0,66.03751102542225,106.87696670457164,17.812827784095273,30.3,-72.1,0
1766,1766,1767,Dean,1983,9,28,6,32.2,-71.1,45,999,0,0,0,0,0,0,0,1,0,59.03624346792622,124.61879141725532,20.769798569542555,31.2,-71.7,0
1767,1767,1768,Dean,1983,9,28,12,33.1,-70.7,50,1000,0,0,0,0,0,0,0,1,0,66.03751102542225,106.63029987933174,17.77171664655529,32.2,-71.1,0
1768,1768,1769,Dean,1983,9,28,18,34.0,-70.7,50,1001,0,0,0,0,0,0,0,1,0,90.0,99.82286428072506,16.63714404678751,33.1,-70.7,0
1769,1769,1770,Dean,1983,9,29,0,34.5,-70.8,55,1003,0,0,0,0,0,0,0,1,0,-78.69006752598041,56.223146501114435,9.370524416852406,34.0,-70.7,0
1770,1770,1771,Dean,1983,9,29,6,34.8,-71.0,55,1005,0,0,0,0,0,0,0,1,0,-56.30993247401959,37.996668752247125,6.332778125374521,34.5,-70.8,0
1771,1771,1772,Dean,1983,9,29,12,35.1,-71.5,55,1006,0,0,0,0,0,0,0,1,0,-30.96375653207388,56.511812196381584,9.418635366063597,34.8,-71.0,0
1772,1772,1773,Dean,1983,9,29,18,35.8,-73.0,55,1007,0,0,0,0,0,0,0,1,0,-25.016893478099888,156.76522958036074,26.127538263393458,35.1,-71.5,0
1773,1773,1774,Dean,1983,9,30,0,36.4,-74.0,55,1008,0,0,0,0,0,0,0,1,0,-30.96375653207358,111.98714404473762,18.66452400745627,35.8,-73.0,0
1774,1774,1775,Dean,1983,9,30,6,37.0,-74.9,55,1009,0,0,0,0,0,0,0,1,0,-33.690067525979686,104.40862457821054,17.401437429701755,36.4,-74.0,0
1775,1775,1776,Dean,1983,9,30,12,37.5,-75.8,40,1010,0,0,0,0,0,0,0,1,0,-29.054604099077373,97.2354282127601,16.205904702126684,37.0,-74.9,1
1776,1776,1777,Dean,1983,9,30,18,37.9,-76.9,30,1015,0,0,0,0,0,0,1,0,0,-19.98310652189977,106.6834751773021,17.780579196217015,37.5,-75.8,1
1777,1777,1778,Arthur,1984,8,28,18,10.5,-51.0,25,1010,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0
1778,1778,1779,Arthur,1984,8,29,0,10.5,-52.5,25,1009,0,0,0,0,0,0,1,0,0,-0.0,164.20125126114954,27.36687521019159,10.5,-51.0,0
1779,1779,1780,Arthur,1984,8,29,6,10.6,-54.0,25,1008,0,0,0,0,0,0,1,0,0,-3.814074834290341,164.54697536792926,27.42449589465488,10.5,-52.5,0
1780,1780,1781,Arthur,1984,8,29,12,11.2,-55.0,35,1006,0,0,0,0,0,0,0,1,0,-30.96375653207351,127.89222020432614,21.315370034054357,10.6,-54.0,0
1781,1781,1782,Arthur,1984,8,29,18,11.8,-55.8,45,1004,0,0,0,0,0,0,0,1,0,-36.86989764584419,109.64819364144329,18.274698940240548,11.2,-55.0,0
1782,1782,1783,Arthur,1984,8,30,0,12.4,-56.3,45,1004,0,0,0,0,0,0,0,1,0,-50.19442890773479,85.83827588501089,14.306379314168481,11.8,-55.8,0
1783,1783,1784,Arthur,1984,8,30,6,13.0,-57.0,40,1005,0,0,0,0,0,0,0,1,0,-40.601294645004344,100.92719759137974,16.82119959856329,12.4,-56.3,0
1784,1784,1785,Arthur,1984,8,30,12,13.4,-57.4,35,1006,0,0,0,0,0,0,0,1,0,-45.00000000000013,61.95402893899859,10.325671489833098,13.0,-57.0,0
1785,1785,1786,Arthur,1984,8,30,18,14.0,-57.8,35,1007,0,0,0,0,0,0,0,1,0,-56.30993247402029,79.23860064420221,13.206433440700367,13.4,-57.4,0
1786,1786,1787,Arthur,1984,8,31,0,14.4,-58.0,35,1009,0,0,0,0,0,0,0,1,0,-63.43494882292171,49.24096021991533,8.206826703319221,14.0,-57.8,0
1787,1787,1788,Arthur,1984,8,31,6,14.8,-58.1,35,1009,0,0,0,0,0,0,0,1,0,-75.96375653207333,45.550644313692814,7.591774052282136,14.4,-58.0,0
1788,1788,1789,Arthur,1984,8,31,12,15.3,-58.2,35,1010,0,0,0,0,0,0,0,1,0,-78.69006752597963,56.35979995053591,9.393299991755985,14.8,-58.1,0
1789,1789,1790,Arthur,1984,8,31,18,16.0,-58.4,30,1011,0,0,0,0,0,0,1,0,0,-74.05460409907745,80.37201728542773,13.395336214237956,15.3,-58.2,0
1790,1790,1791,Arthur,1984,9,1,0,16.7,-58.6,30,1011,0,0,0,0,0,0,1,0,0,-74.05460409907691,80.35702074228625,13.392836790381041,16.0,-58.4,0
1791,1791,1792,Arthur,1984,9,1,6,16.9,-59.1,30,1012,0,0,0,0,0,0,1,0,0,-21.801409486351744,57.711987074755896,9.618664512459317,16.7,-58.6,0
1792,1792,1793,Arthur,1984,9,1,12,17.0,-59.8,30,1011,0,0,0,0,0,0,1,0,0,-8.130102354156142,75.376618025951,12.562769670991834,16.9,-59.1,0
1793,1793,1794,Arthur,1984,9,1,18,17.2,-60.2,25,1010,0,0,0,0,0,0,1,0,0,-26.56505117707758,47.98189080233322,7.99698180038887,17.0,-59.8,0
1794,1794,1795,Arthur,1984,9,2,0,17.6,-60.6,25,1010,0,0,0,0,0,0,1,0,0,-45.000000000000256,61.3699845633178,10.228330760552966,17.2,-60.2,0
1795,1795,1796,Arthur,1984,9,2,6,17.9,-61.0,25,1010,0,0,0,0,0,0,1,0,0,-36.869897645843864,53.870365956109225,8.978394326018204,17.6,-60.6,0
1796,1796,1797,Arthur,1984,9,2,12,18.2,-61.2,25,1010,0,0,0,0,0,0,1,0,0,-56.3099324740199,39.38152893822961,6.563588156371601,17.9,-61.0,0
1797,1797,1798,Arthur,1984,9,2,18,18.7,-61.4,30,1009,0,0,0,0,0,0,1,0,0,-68.19859051364861,59.23812080063341,9.873020133438901,18.2,-61.2,0
1798,1798,1799,Arthur,1984,9,3,0,18.9,-61.8,30,1008,0,0,0,0,0,0,1,0,0,-26.565051177077994,47.62488570048692,7.937480950081153,18.7,-61.4,0
1799,1799,1800,Arthur,1984,9,3,6,19.2,-62.0,30,1008,0,0,0,0,0,0,1,0,0,-56.3099324740199,39.31854172673207,6.553090287788678,18.9,-61.8,0
1800,1800,1801,Arthur,1984,9,3,12,19.5,-62.2,30,1010,0,0,0,0,0,0,1,0,0,-56.3099324740199,39.29906055477842,6.5498434257964036,19.2,-62.0,0
1801,1801,1802,Arthur,1984,9,3,18,19.8,-62.6,30,1011,0,0,0,0,0,0,1,0,0,-36.86989764584419,53.50464824003804,8.917441373339672,19.5,-62.2,0
1802,1802,1803,Arthur,1984,9,4,0,20.2,-62.9,25,1012,0,0,0,0,0,0,1,0,0,-53.13010235415614,54.281264959406634,9.046877493234438,19.8,-62.6,0
1803,1803,1804,Arthur,1984,9,4,6,21.0,-63.3,25,1012,0,0,0,0,0,0,1,0,0,-63.43494882292211,97.89400178776953,16.315666964628253,20.2,-62.9,0
1804,1804,1805,Arthur,1984,9,4,12,21.8,-64.0,25,1013,0,0,0,0,0,0,1,0,0,-48.81407483429027,114.51758959129114,19.086264931881857,21.0,-63.3,0
1805,1805,1806,Arthur,1984,9,4,18,22.3,-65.0,25,1013,0,0,0,0,0,0,1,0,0,-26.565051177077994,117.1357590513762,19.5226265085627,21.8,-64.0,0
1806,1806,1807,Arthur,1984,9,5,0,22.8,-66.0,25,1014,0,0,0,0,0,0,1,0,0,-26.565051177077994,116.81435486082795,19.469059143471323,22.3,-65.0,0
1807,1807,1808,Arthur,1984,9,5,6,23.1,-66.9,25,1014,0,0,0,0,0,0,1,0,0,-18.434948822921942,98.1008771180099,16.350146186334985,22.8,-66.0,0
1808,1808,1809,Arthur,1984,9,5,12,24.0,-67.9,25,1014,0,0,0,0,0,0,1,0,0,-41.987212495816614,142.68832855287164,23.781388092145274,23.1,-66.9,0
1809,1809,1810,Arthur,1984,9,5,18,25.0,-68.5,25,1014,0,0,0,0,0,0,1,0,0,-59.03624346792671,126.36077939982334,21.06012989997056,24.0,-67.9,0
1810,1810,1811,Bertha,1984,8,30,12,13.1,-41.0,25,1009,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0
1811,1811,1812,Bertha,1984,8,30,18,13.3,-42.2,25,1009,0,0,0,0,0,0,1,0,0,-9.462322208025645,131.9449444848133,21.990824080802216,13.1,-41.0,0
1812,1812,1813,Bertha,1984,8,31,0,13.7,-43.4,30,1008,0,0,0,0,0,0,1,0,0,-18.43494882292201,137.2461565764555,22.87435942940925,13.3,-42.2,0
1813,1813,1814,Bertha,1984,8,31,6,14.4,-44.5,30,1008,0,0,0,0,0,0,1,0,0,-32.4711922908485,141.82433576685338,23.637389294475565,13.7,-43.4,0
1814,1814,1815,Bertha,1984,8,31,12,14.9,-45.3,35,1007,0,0,0,0,0,0,0,1,0,-32.005383208083586,102.40756659275236,17.067927765458727,14.4,-44.5,0
1815,1815,1816,Bertha,1984,8,31,18,15.7,-46.6,35,1007,0,0,0,0,0,0,0,1,0,-31.607502246248785,165.31481379837965,27.552468966396606,14.9,-45.3,0
1816,1816,1817,Bertha,1984,9,1,0,16.3,-47.7,35,1007,0,0,0,0,0,0,0,1,0,-28.610459665965244,135.1677865821965,22.527964430366083,15.7,-46.6,0
1817,1817,1818,Bertha,1984,9,1,6,17.0,-48.7,35,1007,0,0,0,0,0,0,0,1,0,-34.992020198558635,131.83967406569212,21.973279010948687,16.3,-47.7,0
1818,1818,1819,Bertha,1984,9,1,12,17.5,-49.5,30,1008,0,0,0,0,0,0,1,0,0,-32.005383208083586,101.48765345995632,16.91460890999272,17.0,-48.7,0
1819,1819,1820,Bertha,1984,9,1,18,18.2,-50.5,30,1008,0,0,0,0,0,0,1,0,0,-34.992020198558635,131.28953491451915,21.88158915241986,17.5,-49.5,0
1820,1820,1821,Bertha,1984,9,2,0,19.2,-51.3,30,1008,0,0,0,0,0,0,1,0,0,-51.34019174591001,139.18425555077576,23.197375925129293,18.2,-50.5,0
1821,1821,1822,Bertha,1984,9,2,6,20.0,-52.1,30,1009,0,0,0,0,0,0,1,0,0,-44.99999999999987,122.00971174924425,20.334951958207373,19.2,-51.3,0
1822,1822,1823,Bertha,1984,9,2,12,20.8,-53.1,25,1010,0,0,0,0,0,0,1,0,0,-38.659808254090116,136.89098557599036,22.81516426266506,20.0,-52.1,0
1823,1823,1824,Bertha,1984,9,2,18,22.6,-52.8,25,1010,0,0,0,0,0,0,1,0,0,80.53767779197425,201.71018853460066,33.61836475576678,20.8,-53.1,0
1824,1824,1825,Bertha,1984,9,3,0,23.8,-52.5,25,1010,0,0,0,0,0,0,1,0,0,75.96375653207365,136.39842562217683,22.73307093702947,22.6,-52.8,0
1825,1825,1826,Bertha,1984,9,3,6,25.1,-51.9,25,1010,0,0,0,0,0,0,1,0,0,65.22485943116804,156.31764091610438,26.052940152684062,23.8,-52.5,0
1826,1826,1827,Bertha,1984,9,3,12,26.1,-50.5,20,1012,0,0,0,0,0,0,1,0,0,35.53767779197441,179.0254317095781,29.83757195159635,25.1,-51.9,0
1827,1827,1828,Bertha,1984,9,3,18,27.1,-49.1,20,1012,0,0,0,0,0,0,1,0,0,35.53767779197441,178.10087069115485,29.683478448525808,26.1,-50.5,0
1828,1828,1829,Bertha,1984,9,4,0,28.3,-47.8,20,1013,0,0,0,0,0,0,1,0,0,42.70938995736136,184.72378553419952,30.787297589033255,27.1,-49.1,0
1829,1829,1830,Bertha,1984,9,4,6,29.6,-46.0,20,1013,0,0,0,0,0,0,1,0,0,35.83765295427835,227.0434932405689,37.84058220676148,28.3,-47.8,0
1830,1830,1831,Bertha,1984,9,4,12,30.5,-44.5,20,1013,0,0,0,0,0,0,1,0,0,30.963756532073486,175.72159443077447,29.28693240512908,29.6,-46.0,0
1831,1831,1832,Bertha,1984,9,4,18,32.0,-42.0,20,1013,0,0,0,0,0,0,1,0,0,30.96375653207352,290.44538946508146,48.40756491084691,30.5,-44.5,0
1832,1832,1833,Cesar,1984,8,31,0,36.6,-66.9,25,1008,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
1833,1833,1834,Cesar,1984,8,31,6,37.8,-66.0,30,1005,0,0,0,0,1,0,0,0,0,53.13010235415571,155.30502879083932,25.884171465139886,36.6,-66.9,0
1834,1834,1835,Cesar,1984,8,31,12,38.9,-65.0,35,1001,0,0,0,0,0,0,0,1,0,47.72631099390631,150.1652259894357,25.02753766490595,37.8,-66.0,0
1835,1835,1836,Cesar,1984,8,31,18,39.8,-63.1,35,999,0,0,0,0,0,0,0,1,0,25.346175941946672,191.84366388582455,31.97394398097076,38.9,-65.0,0
1836,1836,1837,Cesar,1984,9,1,0,40.6,-61.1,40,999,0,0,0,0,0,0,0,1,0,21.80140948635192,192.05816520216433,32.00969420036072,39.8,-63.1,0
1837,1837,1838,Cesar,1984,9,1,6,41.7,-59.0,40,998,0,0,0,0,0,0,0,1,0,27.645975363738696,214.46356613416722,35.74392768902787,40.6,-61.1,0
1838,1838,1839,Cesar,1984,9,1,12,42.9,-56.9,40,998,0,0,0,0,0,0,0,1,0,29.744881296942122,218.51544740758624,36.419241234597706,41.7,-59.0,0
1839,1839,1840,Cesar,1984,9,1,18,44.0,-54.9,40,998,0,0,0,0,0,0,0,1,0,28.81079374297309,202.82697627488375,33.804496045813956,42.9,-56.9,0
1840,1840,1841,Cesar,1984,9,2,0,44.9,-53.3,45,998,0,0,0,0,0,0,0,1,0,29.35775354279122,161.92443034576436,26.987405057627395,44.0,-54.9,0
1841,1841,1842,Cesar,1984,9,2,6,45.5,-51.8,45,997,0,0,0,0,0,0,0,1,0,21.80140948635186,135.41057092285484,22.568428487142473,44.9,-53.3,0
1842,1842,1843,Cesar,1984,9,2,12,46.0,-50.4,50,994,0,0,0,0,0,0,0,1,0,19.653824058053328,122.28989037693205,20.38164839615534,45.5,-51.8,0
1843,1843,1844,Cesar,1984,9,2,18,46.2,-48.9,50,989,0,1,0,0,0,0,0,0,0,7.5946433685915515,118.09474605027572,19.682457675045953,46.0,-50.4,0
1844,1844,1845,Diana,1984,9,8,12,28.5,-77.4,35,1008,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0
1845,1845,1846,Diana,1984,9,8,18,28.6,-78.3,40,1006,0,0,0,0,0,0,0,1,0,-6.340191745910058,88.7664921154786,14.794415352579767,28.5,-77.4,0
1846,1846,1847,Diana,1984,9,9,0,28.5,-79.2,45,1004,0,0,0,0,0,0,0,1,0,6.3401917459099595,88.7664921154795,14.794415352579916,28.6,-78.3,0
1847,1847,1848,Diana,1984,9,9,6,28.6,-79.7,50,1002,0,0,0,0,0,0,0,1,0,-11.30993247402037,50.16839828242911,8.361399713738185,28.5,-79.2,0
1848,1848,1849,Diana,1984,9,9,12,29.0,-79.9,55,1000,0,0,0,0,0,0,0,1,0,-63.43494882292161,48.44216614489349,8.073694357482248,28.6,-79.7,0
1849,1849,1850,Diana,1984,9,9,18,29.4,-80.1,60,995,0,0,0,0,0,0,0,1,0,-63.43494882292323,48.414391485722334,8.069065247620388,29.0,-79.9,0
1850,1850,1851,Diana,1984,9,10,0,29.7,-80.4,60,994,0,0,0,0,0,0,0,1,0,-44.999999999998984,44.17214674380577,7.3620244573009614,29.4,-80.1,0
1851,1851,1852,Diana,1984,9,10,6,30.1,-80.3,60,995,0,0,0,0,0,0,0,1,0,75.96375653207245,45.37999944110141,7.563333240183568,29.7,-80.4,0
1852,1852,1853,Diana,1984,9,10,12,30.5,-80.0,65,991,0,0,1,0,0,0,0,0,0,53.13010235415614,52.90655484315887,8.817759140526478,30.1,-80.3,0
1853,1853,1854,Diana,1984,9,10,18,30.8,-79.6,70,986,0,0,1,0,0,0,0,0,0,36.8698976458437,50.75579423659361,8.459299039432269,30.5,-80.0,0
1854,1854,1855,Diana,1984,9,11,0,31.3,-79.1,80,980,0,0,1,0,0,0,0,0,0,45.0,73.14990589366099,12.191650982276832,30.8,-79.6,0
1855,1855,1856,Diana,1984,9,11,6,31.8,-78.7,85,973,0,0,1,0,0,0,0,0,0,51.34019174591051,67.201549331319,11.2002582218865,31.3,-79.1,0
1856,1856,1857,Diana,1984,9,11,12,32.6,-78.4,100,960,0,0,1,0,0,0,0,0,0,69.44395478041675,93.1125499743412,15.518758329056867,31.8,-78.7,0
1857,1857,1858,Diana,1984,9,11,18,33.4,-78.0,110,952,0,0,1,0,0,0,0,0,0,63.43494882292161,96.27657850880685,16.046096418134475,32.6,-78.4,0
1858,1858,1859,Diana,1984,9,12,0,33.9,-77.7,115,949,0,0,1,0,0,0,0,0,0,59.03624346792671,62.04847023322794,10.34141170553799,33.4,-78.0,0
1859,1859,1860,Diana,1984,9,12,6,34.0,-77.4,95,963,0,0,1,0,0,0,0,0,0,18.434948822922422,29.86770710753948,4.977951184589913,33.9,-77.7,0
1860,1860,1861,Diana,1984,9,12,12,34.0,-77.2,95,967,0,0,1,0,0,0,0,0,0,0.0,18.476954287772706,3.079492381295451,34.0,-77.4,0
1861,1861,1862,Diana,1984,9,12,18,33.9,-77.1,90,970,0,0,1,0,0,0,0,0,0,-44.99999999999796,14.439015246686601,2.4065025411144334,34.0,-77.2,0
1862,1862,1863,Diana,1984,9,13,0,33.8,-77.4,85,972,0,0,1,0,0,0,0,0,0,18.434948822921605,29.897718685703644,4.982953114283941,33.9,-77.1,0
1863,1863,1864,Diana,1984,9,13,6,33.9,-77.9,80,978,0,0,1,0,0,0,0,0,0,-11.30993247402037,47.58420282385073,7.9307004706417885,33.8,-77.4,0
1864,1864,1865,Diana,1984,9,13,7,33.9,-78.0,80,979,0,0,1,0,0,0,0,0,0,-0.0,9.249289901460418,1.5415483169100697,33.9,-77.9,0
1865,1865,1866,Diana,1984,9,13,12,34.0,-78.3,65,990,0,0,1,0,0,0,0,0,0,-18.434948822922422,29.86770710753948,4.977951184589913,33.9,-78.0,1
1866,1866,1867,Diana,1984,9,13,18,34.3,-78.5,55,999,0,0,0,0,0,0,0,1,0,-56.30993247401959,38.04718819215081,6.341198032025136,34.0,-78.3,1
1867,1867,1868,Diana,1984,9,14,0,34.6,-78.5,45,1003,0,0,0,0,0,0,0,1,0,90.0,33.279162281130574,5.546527046855096,34.3,-78.5,1
1868,1868,1869,Diana,1984,9,14,6,35.0,-78.0,40,1005,0,0,0,0,0,0,0,1,0,38.659808254089995,63.73854885572044,10.623091475953407,34.6,-78.5,1
1869,1869,1870,Diana,1984,9,14,12,35.3,-77.1,45,1003,0,0,0,0,0,0,0,1,0,18.43494882292174,88.5052130877908,14.750868847965135,35.0,-78.0,1
1870,1870,1871,Diana,1984,9,14,18,35.6,-76.0,50,1000,0,0,0,0,0,0,0,1,0,15.255118703058061,105.26421001516105,17.544035002526844,35.3,-77.1,1
1871,1871,1872,Diana,1984,9,15,0,36.2,-74.4,55,997,0,0,0,0,0,0,0,1,0,20.556045219583577,159.04462597498394,26.507437662497324,35.6,-76.0,0
1872,1872,1873,Diana,1984,9,15,6,37.2,-72.7,60,994,0,0,0,0,0,0,0,1,0,30.465544919459838,188.12218458592795,31.353697430987992,36.2,-74.4,0
1873,1873,1874,Diana,1984,9,15,12,38.5,-70.3,60,992,0,0,0,0,0,0,0,1,0,28.44292862436324,255.7907732520168,42.6317955420028,37.2,-72.7,0
1874,1874,1875,Diana,1984,9,15,18,41.0,-66.0,60,992,0,0,0,0,0,0,0,1,0,30.173520029644354,461.2689118619107,76.87815197698511,38.5,-70.3,0
1875,1875,1876,Diana,1984,9,16,0,43.5,-61.9,60,994,0,0,0,0,0,0,0,1,0,31.373005140108454,437.62279293960785,72.93713215660131,41.0,-66.0,0
1876,1876,1877,Diana,1984,9,16,6,46.0,-57.8,60,995,0,1,0,0,0,0,0,0,0,31.373005140108454,427.20914261956625,71.2015237699277,43.5,-61.9,0
1877,1877,1878,Edouard,1984,9,14,0,20.3,-96.1,30,1000,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0
1878,1878,1879,Edouard,1984,9,14,6,20.5,-96.2,35,1000,0,0,0,0,0,0,0,1,0,-63.434948822919985,24.478854072778734,4.079809012129789,20.3,-96.1,0
1879,1879,1880,Edouard,1984,9,14,12,20.7,-96.1,40,1000,0,0,0,0,0,0,0,1,0,63.434948822919985,24.473547207329382,4.078924534554897,20.5,-96.2,0
1880,1880,1881,Edouard,1984,9,14,18,20.5,-96.0,45,1001,0,0,0,0,0,0,0,1,0,-63.43494882292323,24.473547207328675,4.078924534554779,20.7,-96.1,0
1881,1881,1882,Edouard,1984,9,15,0,20.3,-95.8,55,998,0,0,0,0,0,0,0,1,0,-44.99999999999949,30.431408839563662,5.071901473260611,20.5,-96.0,0
1882,1882,1883,Edouard,1984,9,15,6,20.0,-95.7,25,1002,0,0,0,0,0,0,1,0,0,-71.56505117707901,34.81851044849493,5.803085074749156,20.3,-95.8,0
1883,1883,1884,Edouard,1984,9,15,12,20.0,-95.7,25,1001,0,0,0,0,0,0,1,0,0,,0.0,0.0,20.0,-95.7,0
1884,1884,1885,Fran,1984,9,15,12,13.7,-21.3,25,1010,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0
1885,1885,1886,Fran,1984,9,15,18,13.8,-22.0,25,1010,0,0,0,0,0,0,1,0,0,-8.130102354156103,76.50896100489237,12.751493500815394,13.7,-21.3,0
1886,1886,1887,Fran,1984,9,16,0,13.9,-22.7,30,1010,0,0,0,0,0,0,1,0,0,-8.130102354155959,76.47707028472708,12.746178380787846,13.8,-22.0,0
1887,1887,1888,Fran,1984,9,16,6,14.0,-23.4,30,1009,0,0,0,0,0,0,1,0,0,-8.130102354155959,76.44495303888003,12.740825506480006,13.9,-22.7,0
1888,1888,1889,Fran,1984,9,16,12,14.3,-24.1,30,1008,0,0,0,0,0,0,1,0,0,-23.198590513648153,82.54214217868325,13.757023696447208,14.0,-23.4,0
1889,1889,1890,Fran,1984,9,16,18,14.8,-24.8,35,1006,0,0,0,0,0,0,0,1,0,-35.53767779197441,93.55085937326865,15.591809895544776,14.3,-24.1,0
1890,1890,1891,Fran,1984,9,17,0,15.3,-25.3,45,1000,0,0,0,0,0,0,0,1,0,-45.0,77.14413904850737,12.857356508084562,14.8,-24.8,0
1891,1891,1892,Fran,1984,9,17,6,16.3,-26.0,50,998,0,0,0,0,0,0,0,1,0,-55.007979801441365,133.67661825375475,22.279436375625792,15.3,-25.3,0
1892,1892,1893,Fran,1984,9,17,12,17.3,-26.5,50,996,0,0,0,0,0,0,0,1,0,-63.43494882292202,122.83285016298542,20.472141693830903,16.3,-26.0,0
1893,1893,1894,Fran,1984,9,17,18,18.4,-27.1,55,995,0,0,0,0,0,0,0,1,0,-61.389540334034685,137.35566592744354,22.892610987907258,17.3,-26.5,0
1894,1894,1895,Fran,1984,9,18,0,19.5,-28.0,55,994,0,0,0,0,0,0,0,1,0,-50.71059313749972,154.30687638609058,25.717812731015098,18.4,-27.1,0
1895,1895,1896,Fran,1984,9,18,6,20.2,-29.6,55,994,0,0,0,0,0,0,0,1,0,-23.629377730656778,184.63966368120694,30.773277280201157,19.5,-28.0,0
1896,1896,1897,Fran,1984,9,18,12,20.9,-31.0,55,994,0,0,0,0,0,0,0,1,0,-26.565051177077994,165.2833868962523,27.54723114937538,20.2,-29.6,0
1897,1897,1898,Fran,1984,9,18,18,21.1,-32.8,50,995,0,0,0,0,0,0,0,1,0,-6.340191745910009,188.4510676405797,31.40851127342995,20.9,-31.0,0
1898,1898,1899,Fran,1984,9,19,0,21.1,-34.3,50,996,0,0,0,0,0,0,0,1,0,-0.0,155.85091299620242,25.975152166033737,21.1,-32.8,0
1899,1899,1900,Fran,1984,9,19,6,21.0,-36.0,50,1000,0,0,0,0,0,0,0,1,0,3.366460663429843,177.036434332272,29.506072388712,21.1,-34.3,0
1900,1900,1901,Fran,1984,9,19,12,20.9,-37.9,45,1005,0,0,0,0,0,0,0,1,0,3.012787504183385,197.91820030582176,32.98636671763696,21.0,-36.0,0
1901,1901,1902,Fran,1984,9,19,18,20.8,-39.5,40,1005,0,0,0,0,0,0,0,1,0,3.576334374997272,166.8852165762801,27.81420276271335,20.9,-37.9,0
1902,1902,1903,Fran,1984,9,20,0,20.5,-40.7,35,1006,0,0,0,0,0,0,0,1,0,14.036243467926479,129.38812501771608,21.56468750295268,20.8,-39.5,0
1903,1903,1904,Fran,1984,9,20,6,20.2,-42.0,30,1008,0,0,0,0,0,0,1,0,0,12.994616791916561,139.74164821722167,23.290274702870278,20.5,-40.7,0
1904,1904,1905,Fran,1984,9,20,12,20.0,-43.0,25,1009,0,0,0,0,0,0,1,0,0,11.309932474020174,106.89870562858779,17.816450938097965,20.2,-42.0,0
1905,1905,1906,Gustav,1984,9,16,18,28.6,-65.5,30,1009,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0
1906,1906,1907,Gustav,1984,9,17,0,29.6,-65.5,30,1009,0,0,0,0,0,0,1,0,0,90.0,110.8374314384955,18.47290523974925,28.6,-65.5,0
1907,1907,1908,Gustav,1984,9,17,6,30.3,-65.5,30,1009,0,0,0,0,0,0,1,0,0,90.0,77.59612511583022,12.932687519305036,29.6,-65.5,0
1908,1908,1909,Gustav,1984,9,17,12,31.3,-65.2,30,1009,0,0,0,0,0,0,1,0,0,73.30075576600652,114.52315262580409,19.08719210430068,30.3,-65.5,0
1909,1909,1910,Gustav,1984,9,17,18,32.1,-64.7,30,1009,0,0,0,0,0,0,1,0,0,57.99461679191653,100.57474284821606,16.762457141369342,31.3,-65.2,0
1910,1910,1911,Gustav,1984,9,18,0,32.1,-64.7,30,1009,0,0,0,0,0,0,1,0,0,,0.0,0.0,32.1,-64.7,0
1911,1911,1912,Gustav,1984,9,18,6,32.1,-64.7,30,1009,0,0,0,0,0,0,1,0,0,,0.0,0.0,32.1,-64.7,0
1912,1912,1913,Gustav,1984,9,18,12,32.1,-64.7,30,1009,0,0,0,0,0,0,1,0,0,,0.0,0.0,32.1,-64.7,0
1913,1913,1914,Gustav,1984,9,18,18,32.1,-64.7,45,1006,0,0,0,0,0,0,0,1,0,,0.0,0.0,32.1,-64.7,0
1914,1914,1915,Gustav,1984,9,19,0,33.2,-63.6,45,1006,0,0,0,0,0,0,0,1,0,45.0,159.78429917741647,26.630716529569412,32.1,-64.7,0
1915,1915,1916,Gustav,1984,9,19,6,34.6,-62.6,45,1006,0,0,0,0,0,0,0,1,0,54.46232220802559,180.74427080120412,30.124045133534022,33.2,-63.6,0
1916,1916,1917,Hortense,1984,9,23,0,31.3,-58.3,30,1009,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
1917,1917,1918,Hortense,1984,9,23,6,30.7,-58.7,30,1007,0,0,0,0,1,0,0,0,0,56.3099324740199,76.71033181631522,12.785055302719202,31.3,-58.3,0
1918,1918,1919,Hortense,1984,9,23,12,30.0,-59.0,30,1005,0,0,0,0,1,0,0,0,0,66.80140948635199,82.78789062064567,13.797981770107612,30.7,-58.7,0
1919,1919,1920,Hortense,1984,9,23,18,29.2,-59.1,35,1002,0,0,0,0,0,1,0,0,0,82.8749836510981,89.2041164317175,14.867352738619582,30.0,-59.0,0
1920,1920,1921,Hortense,1984,9,24,0,28.6,-59.2,35,1000,0,0,0,0,0,1,0,0,0,80.53767779197422,67.21188316225383,11.201980527042304,29.2,-59.1,0
