,Unnamed: 0,name,year,month,day,hour,lat,long,wind,pressure,status_disturbance,status_extratropical,status_hurricane,status_other low,status_subtropical depression,status_subtropical storm,status_tropical depression,status_tropical storm,status_tropical wave
2999,3000,AL061988,1988,9,9,18,24.0,-22.5,25,1006,0,0,0,0,0,0,1,0,0
3000,3001,AL061988,1988,9,10,0,25.0,-23.0,25,1009,0,0,0,0,0,0,1,0,0
3001,3002,Florence,1988,9,7,6,22.8,-92.0,25,1000,0,0,0,0,0,0,1,0,0
3002,3003,Florence,1988,9,7,12,22.8,-91.2,30,998,0,0,0,0,0,0,1,0,0
3003,3004,Florence,1988,9,7,18,22.7,-90.2,40,996,0,0,0,0,0,0,0,1,0
3004,3005,Florence,1988,9,8,0,22.6,-89.6,45,993,0,0,0,0,0,0,0,1,0
3005,3006,Florence,1988,9,8,6,22.7,-89.8,45,990,0,0,0,0,0,0,0,1,0
3006,3007,Florence,1988,9,8,12,23.1,-89.7,45,990,0,0,0,0,0,0,0,1,0
3007,3008,Florence,1988,9,8,18,23.4,-89.5,45,992,0,0,0,0,0,0,0,1,0
3008,3009,Florence,1988,9,9,0,24.2,-89.2,50,992,0,0,0,0,0,0,0,1,0
3009,3010,Florence,1988,9,9,6,25.0,-89.2,50,991,0,0,0,0,0,0,0,1,0
3010,3011,Florence,1988,9,9,12,26.1,-89.2,55,998,0,0,0,0,0,0,0,1,0
3011,3012,Florence,1988,9,9,18,27.4,-89.2,65,985,0,0,1,0,0,0,0,0,0
3012,3013,Florence,1988,9,9,23,28.5,-89.3,70,982,0,0,1,0,0,0,0,0,0
3013,3014,Florence,1988,9,10,0,28.7,-89.3,70,983,0,0,1,0,0,0,0,0,0
3014,3015,Florence,1988,9,10,2,29.1,-89.3,70,984,0,0,1,0,0,0,0,0,0
3015,3016,Florence,1988,9,10,6,29.7,-89.7,60,988,0,0,0,0,0,0,0,1,0
3016,3017,Florence,1988,9,10,12,30.7,-90.7,30,998,0,0,0,0,0,0,1,0,0
3017,3018,Florence,1988,9,10,18,31.8,-91.5,20,1003,0,0,0,0,0,0,1,0,0
3018,3019,Florence,1988,9,11,0,32.4,-92.3,15,1007,0,0,0,0,0,0,1,0,0
3019,3020,Florence,1988,9,11,6,32.7,-93.3,15,1009,0,0,0,0,0,0,1,0,0
3020,3021,Florence,1988,9,11,12,33.0,-94.5,15,1010,0,0,0,0,0,0,1,0,0
3021,3022,Gilbert,1988,9,8,18,12.0,-54.0,25,1008,0,0,0,0,0,0,1,0,0
3022,3023,Gilbert,1988,9,9,0,12.7,-55.6,25,1007,0,0,0,0,0,0,1,0,0
3023,3024,Gilbert,1988,9,9,6,13.3,-57.1,30,1006,0,0,0,0,0,0,1,0,0
3024,3025,Gilbert,1988,9,9,12,14.0,-58.6,30,1005,0,0,0,0,0,0,1,0,0
3025,3026,Gilbert,1988,9,9,18,14.5,-60.1,35,1004,0,0,0,0,0,0,0,1,0
3026,3027,Gilbert,1988,9,10,0,14.8,-61.5,40,1002,0,0,0,0,0,0,0,1,0
3027,3028,Gilbert,1988,9,10,6,15.0,-62.8,45,998,0,0,0,0,0,0,0,1,0
3028,3029,Gilbert,1988,9,10,12,15.3,-64.1,50,995,0,0,0,0,0,0,0,1,0
3029,3030,Gilbert,1988,9,10,18,15.7,-65.4,55,992,0,0,0,0,0,0,0,1,0
3030,3031,Gilbert,1988,9,11,0,15.9,-66.8,65,989,0,0,1,0,0,0,0,0,0
3031,3032,Gilbert,1988,9,11,6,16.2,-68.0,80,982,0,0,1,0,0,0,0,0,0
3032,3033,Gilbert,1988,9,11,12,16.1,-69.5,95,975,0,0,1,0,0,0,0,0,0
3033,3034,Gilbert,1988,9,11,18,16.2,-70.7,100,970,0,0,1,0,0,0,0,0,0
3034,3035,Gilbert,1988,9,12,0,16.8,-72.0,105,964,0,0,1,0,0,0,0,0,0
3035,3036,Gilbert,1988,9,12,6,17.3,-73.7,110,962,0,0,1,0,0,0,0,0,0
3036,3037,Gilbert,1988,9,12,12,17.6,-75.3,110,960,0,0,1,0,0,0,0,0,0
3037,3038,Gilbert,1988,9,12,17,17.8,-76.8,115,960,0,0,1,0,0,0,0,0,0
3038,3039,Gilbert,1988,9,12,18,17.9,-76.9,110,960,0,0,1,0,0,0,0,0,0
3039,3040,Gilbert,1988,9,13,0,18.2,-78.5,110,960,0,0,1,0,0,0,0,0,0
3040,3041,Gilbert,1988,9,13,6,18.5,-79.7,115,952,0,0,1,0,0,0,0,0,0
3041,3042,Gilbert,1988,9,13,12,18.8,-81.1,125,934,0,0,1,0,0,0,0,0,0
3042,3043,Gilbert,1988,9,13,18,19.4,-82.5,140,905,0,0,1,0,0,0,0,0,0
3043,3044,Gilbert,1988,9,14,0,19.7,-83.8,160,888,0,0,1,0,0,0,0,0,0
3044,3045,Gilbert,1988,9,14,6,19.9,-85.3,155,889,0,0,1,0,0,0,0,0,0
3045,3046,Gilbert,1988,9,14,12,20.4,-86.5,145,892,0,0,1,0,0,0,0,0,0
3046,3047,Gilbert,1988,9,14,15,20.7,-87.0,140,900,0,0,1,0,0,0,0,0,0
3047,3048,Gilbert,1988,9,14,18,20.9,-87.8,130,925,0,0,1,0,0,0,0,0,0
3048,3049,Gilbert,1988,9,15,0,21.3,-89.5,100,944,0,0,1,0,0,0,0,0,0
3049,3050,Gilbert,1988,9,15,6,21.6,-90.7,90,949,0,0,1,0,0,0,0,0,0
3050,3051,Gilbert,1988,9,15,12,21.9,-91.7,85,950,0,0,1,0,0,0,0,0,0
3051,3052,Gilbert,1988,9,15,18,22.1,-92.8,90,950,0,0,1,0,0,0,0,0,0
3052,3053,Gilbert,1988,9,16,0,22.5,-93.8,100,949,0,0,1,0,0,0,0,0,0
3053,3054,Gilbert,1988,9,16,6,22.9,-94.8,110,946,0,0,1,0,0,0,0,0,0
3054,3055,Gilbert,1988,9,16,12,23.7,-95.9,115,948,0,0,1,0,0,0,0,0,0
3055,3056,Gilbert,1988,9,16,18,23.9,-97.0,115,950,0,0,1,0,0,0,0,0,0
3056,3057,Gilbert,1988,9,16,22,24.2,-97.8,110,955,0,0,1,0,0,0,0,0,0
3057,3058,Gilbert,1988,9,17,0,24.4,-98.2,80,964,0,0,1,0,0,0,0,0,0
3058,3059,Gilbert,1988,9,17,6,24.8,-99.3,50,988,0,0,0,0,0,0,0,1,0
3059,3060,Gilbert,1988,9,17,12,25.0,-100.5,35,996,0,0,0,0,0,0,0,1,0
3060,3061,Gilbert,1988,9,17,18,25.4,-101.9,30,1000,0,0,0,0,0,0,1,0,0
3061,3062,Gilbert,1988,9,18,0,26.0,-103.2,30,1002,0,0,0,0,0,0,1,0,0
3062,3063,Gilbert,1988,9,18,6,27.6,-103.7,30,1004,0,0,0,0,0,0,1,0,0
3063,3064,Gilbert,1988,9,18,12,29.3,-102.6,25,1003,0,0,0,0,0,0,1,0,0
3064,3065,Gilbert,1988,9,18,18,31.5,-101.3,25,1003,0,0,0,0,0,0,1,0,0
3065,3066,Gilbert,1988,9,19,0,33.2,-99.7,25,1002,0,0,0,0,0,0,1,0,0
3066,3067,Gilbert,1988,9,19,6,35.8,-97.7,25,1001,0,0,0,0,0,0,1,0,0
3067,3068,Gilbert,1988,9,19,12,37.7,-93.2,25,999,0,0,0,0,0,0,1,0,0
3068,3069,Gilbert,1988,9,19,18,40.2,-89.9,25,998,0,1,0,0,0,0,0,0,0
3069,3070,Gilbert,1988,9,20,0,43.4,-86.5,25,995,0,1,0,0,0,0,0,0,0
3070,3071,Helene,1988,9,19,18,13.4,-31.6,30,1009,0,0,0,0,0,0,1,0,0
3071,3072,Helene,1988,9,20,0,13.3,-32.7,32,1008,0,0,0,0,0,0,1,0,0
3072,3073,Helene,1988,9,20,6,13.2,-33.8,35,1008,0,0,0,0,0,0,0,1,0
3073,3074,Helene,1988,9,20,12,13.0,-34.8,40,1004,0,0,0,0,0,0,0,1,0
3074,3075,Helene,1988,9,20,18,12.4,-35.7,45,1002,0,0,0,0,0,0,0,1,0
3075,3076,Helene,1988,9,21,0,12.2,-36.7,50,998,0,0,0,0,0,0,0,1,0
3076,3077,Helene,1988,9,21,6,12.0,-37.7,60,993,0,0,0,0,0,0,0,1,0
3077,3078,Helene,1988,9,21,12,12.1,-38.8,70,998,0,0,1,0,0,0,0,0,0
3078,3079,Helene,1988,9,21,18,12.4,-39.9,75,983,0,0,1,0,0,0,0,0,0
3079,3080,Helene,1988,9,22,0,12.7,-40.6,80,978,0,0,1,0,0,0,0,0,0
3080,3081,Helene,1988,9,22,6,13.0,-41.5,90,972,0,0,1,0,0,0,0,0,0
3081,3082,Helene,1988,9,22,12,13.2,-42.3,95,965,0,0,1,0,0,0,0,0,0
3082,3083,Helene,1988,9,22,18,13.5,-43.1,100,959,0,0,1,0,0,0,0,0,0
3083,3084,Helene,1988,9,23,0,13.9,-44.0,110,953,0,0,1,0,0,0,0,0,0
3084,3085,Helene,1988,9,23,6,14.1,-44.9,115,945,0,0,1,0,0,0,0,0,0
3085,3086,Helene,1988,9,23,12,14.7,-45.5,120,939,0,0,1,0,0,0,0,0,0
3086,3087,Helene,1988,9,23,18,15.3,-46.1,125,938,0,0,1,0,0,0,0,0,0
3087,3088,Helene,1988,9,24,0,15.9,-46.9,120,940,0,0,1,0,0,0,0,0,0
3088,3089,Helene,1988,9,24,6,16.6,-47.5,120,944,0,0,1,0,0,0,0,0,0
3089,3090,Helene,1988,9,24,12,17.4,-48.0,115,948,0,0,1,0,0,0,0,0,0
3090,3091,Helene,1988,9,24,18,18.1,-48.5,110,954,0,0,1,0,0,0,0,0,0
3091,3092,Helene,1988,9,25,0,18.7,-48.9,100,959,0,0,1,0,0,0,0,0,0
3092,3093,Helene,1988,9,25,6,19.4,-49.0,100,963,0,0,1,0,0,0,0,0,0
3093,3094,Helene,1988,9,25,12,20.0,-49.1,95,966,0,0,1,0,0,0,0,0,0
3094,3095,Helene,1988,9,25,18,20.9,-49.3,90,968,0,0,1,0,0,0,0,0,0
3095,3096,Helene,1988,9,26,0,22.2,-49.5,85,971,0,0,1,0,0,0,0,0,0
3096,3097,Helene,1988,9,26,6,23.4,-49.7,85,973,0,0,1,0,0,0,0,0,0
3097,3098,Helene,1988,9,26,12,24.5,-49.9,80,975,0,0,1,0,0,0,0,0,0
3098,3099,Helene,1988,9,26,18,25.8,-50.3,80,976,0,0,1,0,0,0,0,0,0
3099,3100,Helene,1988,9,27,0,27.1,-51.1,75,977,0,0,1,0,0,0,0,0,0
3100,3101,Helene,1988,9,27,6,28.2,-51.9,75,979,0,0,1,0,0,0,0,0,0
3101,3102,Helene,1988,9,27,12,29.8,-52.0,75,979,0,0,1,0,0,0,0,0,0
3102,3103,Helene,1988,9,27,18,30.9,-51.9,75,979,0,0,1,0,0,0,0,0,0
3103,3104,Helene,1988,9,28,0,31.9,-51.5,75,979,0,0,1,0,0,0,0,0,0
3104,3105,Helene,1988,9,28,6,32.8,-51.0,80,977,0,0,1,0,0,0,0,0,0
3105,3106,Helene,1988,9,28,12,33.5,-50.3,80,975,0,0,1,0,0,0,0,0,0
3106,3107,Helene,1988,9,28,18,34.7,-49.5,85,972,0,0,1,0,0,0,0,0,0
3107,3108,Helene,1988,9,29,0,36.1,-48.5,90,970,0,0,1,0,0,0,0,0,0
3108,3109,Helene,1988,9,29,6,38.0,-46.5,90,970,0,0,1,0,0,0,0,0,0
3109,3110,Helene,1988,9,29,12,40.2,-44.4,85,973,0,0,1,0,0,0,0,0,0
3110,3111,Helene,1988,9,29,18,42.9,-42.0,75,979,0,0,1,0,0,0,0,0,0
3111,3112,Helene,1988,9,30,0,46.2,-38.8,65,985,0,0,1,0,0,0,0,0,0
3112,3113,Helene,1988,9,30,6,50.2,-34.5,65,990,0,0,1,0,0,0,0,0,0
3113,3114,Helene,1988,9,30,12,55.0,-30.0,60,992,0,1,0,0,0,0,0,0,0
3114,3115,Isaac,1988,9,28,18,9.0,-45.5,25,1009,0,0,0,0,0,0,1,0,0
3115,3116,Isaac,1988,9,29,0,9.1,-47.0,25,1008,0,0,0,0,0,0,1,0,0
3116,3117,Isaac,1988,9,29,6,9.3,-48.7,25,1007,0,0,0,0,0,0,1,0,0
3117,3118,Isaac,1988,9,29,12,9.5,-50.0,25,1007,0,0,0,0,0,0,1,0,0
3118,3119,Isaac,1988,9,29,18,9.6,-51.3,30,1006,0,0,0,0,0,0,1,0,0
3119,3120,Isaac,1988,9,30,0,9.8,-52.2,30,1006,0,0,0,0,0,0,1,0,0
3120,3121,Isaac,1988,9,30,6,10.2,-53.1,30,1006,0,0,0,0,0,0,1,0,0
3121,3122,Isaac,1988,9,30,12,10.8,-54.5,30,1005,0,0,0,0,0,0,1,0,0
3122,3123,Isaac,1988,9,30,18,11.4,-56.0,35,1005,0,0,0,0,0,0,0,1,0
3123,3124,Isaac,1988,10,1,0,11.8,-57.7,40,1005,0,0,0,0,0,0,0,1,0
3124,3125,Isaac,1988,10,1,6,12.0,-59.5,35,1005,0,0,0,0,0,0,0,1,0
3125,3126,Isaac,1988,10,1,12,12.0,-61.2,30,1006,0,0,0,0,0,0,1,0,0
3126,3127,Joan,1988,10,10,18,8.9,-42.2,25,1010,0,0,0,0,0,0,1,0,0
3127,3128,Joan,1988,10,11,0,9.5,-43.6,30,1008,0,0,0,0,0,0,1,0,0
3128,3129,Joan,1988,10,11,6,10.1,-45.0,35,1005,0,0,0,0,0,0,0,1,0
3129,3130,Joan,1988,10,11,12,10.7,-46.4,40,1003,0,0,0,0,0,0,0,1,0
3130,3131,Joan,1988,10,11,18,11.2,-47.9,45,1000,0,0,0,0,0,0,0,1,0
3131,3132,Joan,1988,10,12,0,11.5,-49.0,50,999,0,0,0,0,0,0,0,1,0
3132,3133,Joan,1988,10,12,6,11.8,-50.1,45,1000,0,0,0,0,0,0,0,1,0
3133,3134,Joan,1988,10,12,12,12.1,-51.3,45,1003,0,0,0,0,0,0,0,1,0
3134,3135,Joan,1988,10,12,18,12.3,-52.5,40,1006,0,0,0,0,0,0,0,1,0
3135,3136,Joan,1988,10,13,0,12.4,-53.8,40,1007,0,0,0,0,0,0,0,1,0
3136,3137,Joan,1988,10,13,6,12.5,-54.9,40,1007,0,0,0,0,0,0,0,1,0
3137,3138,Joan,1988,10,13,12,12.6,-56.0,40,1006,0,0,0,0,0,0,0,1,0
3138,3139,Joan,1988,10,13,18,12.7,-57.1,40,1005,0,0,0,0,0,0,0,1,0
3139,3140,Joan,1988,10,14,0,12.6,-58.3,40,1003,0,0,0,0,0,0,0,1,0
3140,3141,Joan,1988,10,14,6,12.4,-59.4,40,1002,0,0,0,0,0,0,0,1,0
3141,3142,Joan,1988,10,14,12,12.2,-60.0,45,1001,0,0,0,0,0,0,0,1,0
3142,3143,Joan,1988,10,14,18,12.0,-60.8,45,1001,0,0,0,0,0,0,0,1,0
3143,3144,Joan,1988,10,15,0,12.1,-61.5,45,1003,0,0,0,0,0,0,0,1,0
3144,3145,Joan,1988,10,15,1,12.1,-61.8,45,1003,0,0,0,0,0,0,0,1,0
3145,3146,Joan,1988,10,15,6,12.1,-62.8,45,1004,0,0,0,0,0,0,0,1,0
3146,3147,Joan,1988,10,15,12,12.0,-63.8,45,1004,0,0,0,0,0,0,0,1,0
3147,3148,Joan,1988,10,15,18,11.9,-64.9,45,1003,0,0,0,0,0,0,0,1,0
3148,3149,Joan,1988,10,16,0,12.0,-66.1,45,1002,0,0,0,0,0,0,0,1,0
3149,3150,Joan,1988,10,16,6,12.0,-67.2,50,1001,0,0,0,0,0,0,0,1,0
3150,3151,Joan,1988,10,16,12,11.9,-68.2,50,1000,0,0,0,0,0,0,0,1,0
3151,3152,Joan,1988,10,16,18,12.0,-69.2,50,999,0,0,0,0,0,0,0,1,0
3152,3153,Joan,1988,10,17,0,12.0,-70.2,55,998,0,0,0,0,0,0,0,1,0
3153,3154,Joan,1988,10,17,6,12.0,-71.2,55,997,0,0,0,0,0,0,0,1,0
3154,3155,Joan,1988,10,17,12,11.9,-72.1,60,995,0,0,0,0,0,0,0,1,0
3155,3156,Joan,1988,10,17,18,11.8,-73.0,60,993,0,0,0,0,0,0,0,1,0
3156,3157,Joan,1988,10,18,0,11.8,-74.0,65,990,0,0,1,0,0,0,0,0,0
3157,3158,Joan,1988,10,18,6,11.7,-75.0,70,987,0,0,1,0,0,0,0,0,0
3158,3159,Joan,1988,10,18,12,11.5,-75.8,75,984,0,0,1,0,0,0,0,0,0
3159,3160,Joan,1988,10,18,18,11.3,-76.5,80,980,0,0,1,0,0,0,0,0,0
3160,3161,Joan,1988,10,19,0,11.2,-77.2,90,976,0,0,1,0,0,0,0,0,0
3161,3162,Joan,1988,10,19,6,11.3,-77.8,95,970,0,0,1,0,0,0,0,0,0
3162,3163,Joan,1988,10,19,12,11.4,-78.3,105,960,0,0,1,0,0,0,0,0,0
3163,3164,Joan,1988,10,19,18,11.3,-78.9,110,953,0,0,1,0,0,0,0,0,0
3164,3165,Joan,1988,10,20,0,11.3,-79.3,105,956,0,0,1,0,0,0,0,0,0
3165,3166,Joan,1988,10,20,6,11.1,-79.8,85,967,0,0,1,0,0,0,0,0,0
3166,3167,Joan,1988,10,20,12,11.1,-79.5,70,971,0,0,1,0,0,0,0,0,0
3167,3168,Joan,1988,10,20,18,11.3,-79.9,70,973,0,0,1,0,0,0,0,0,0
3168,3169,Joan,1988,10,21,0,11.5,-80.3,75,972,0,0,1,0,0,0,0,0,0
3169,3170,Joan,1988,10,21,6,11.5,-80.7,90,970,0,0,1,0,0,0,0,0,0
3170,3171,Joan,1988,10,21,12,11.6,-81.2,100,964,0,0,1,0,0,0,0,0,0
3171,3172,Joan,1988,10,21,18,11.8,-81.8,110,952,0,0,1,0,0,0,0,0,0
3172,3173,Joan,1988,10,22,0,11.9,-82.5,120,937,0,0,1,0,0,0,0,0,0
3173,3174,Joan,1988,10,22,6,11.9,-83.2,125,932,0,0,1,0,0,0,0,0,0
3174,3175,Joan,1988,10,22,10,11.9,-83.7,125,932,0,0,1,0,0,0,0,0,0
3175,3176,Joan,1988,10,22,12,11.9,-83.9,120,936,0,0,1,0,0,0,0,0,0
3176,3177,Joan,1988,10,22,18,12.0,-85.0,70,983,0,0,1,0,0,0,0,0,0
3177,3178,Joan,1988,10,23,0,12.1,-85.9,55,993,0,0,0,0,0,0,0,1,0
3178,3179,Joan,1988,10,23,6,12.2,-86.8,45,1000,0,0,0,0,0,0,0,1,0
3179,3180,Keith,1988,11,17,18,14.9,-74.3,30,1008,0,0,0,0,0,0,1,0,0
3180,3181,Keith,1988,11,18,0,15.0,-75.5,30,1008,0,0,0,0,0,0,1,0,0
3181,3182,Keith,1988,11,18,6,15.0,-76.5,30,1008,0,0,0,0,0,0,1,0,0
3182,3183,Keith,1988,11,18,12,15.0,-77.7,30,1008,0,0,0,0,0,0,1,0,0
3183,3184,Keith,1988,11,18,18,15.0,-79.0,30,1008,0,0,0,0,0,0,1,0,0
3184,3185,Keith,1988,11,19,0,15.0,-79.9,30,1007,0,0,0,0,0,0,1,0,0
3185,3186,Keith,1988,11,19,6,15.1,-80.4,30,1007,0,0,0,0,0,0,1,0,0
3186,3187,Keith,1988,11,19,12,15.2,-81.2,30,1007,0,0,0,0,0,0,1,0,0
3187,3188,Keith,1988,11,19,18,15.5,-81.8,30,1006,0,0,0,0,0,0,1,0,0
3188,3189,Keith,1988,11,20,0,15.8,-82.6,30,1005,0,0,0,0,0,0,1,0,0
3189,3190,Keith,1988,11,20,6,16.3,-83.4,35,1004,0,0,0,0,0,0,0,1,0
3190,3191,Keith,1988,11,20,12,17.8,-84.5,40,1002,0,0,0,0,0,0,0,1,0
3191,3192,Keith,1988,11,20,18,19.1,-85.4,45,997,0,0,0,0,0,0,0,1,0
3192,3193,Keith,1988,11,21,0,19.8,-86.1,60,985,0,0,0,0,0,0,0,1,0
3193,3194,Keith,1988,11,21,6,20.7,-86.6,60,993,0,0,0,0,0,0,0,1,0
3194,3195,Keith,1988,11,21,8,21.2,-86.8,60,993,0,0,0,0,0,0,0,1,0
3195,3196,Keith,1988,11,21,12,21.8,-87.0,60,993,0,0,0,0,0,0,0,1,0
3196,3197,Keith,1988,11,21,18,22.4,-87.2,60,990,0,0,0,0,0,0,0,1,0
3197,3198,Keith,1988,11,22,0,23.1,-87.0,60,993,0,0,0,0,0,0,0,1,0
3198,3199,Keith,1988,11,22,6,23.8,-86.8,55,995,0,0,0,0,0,0,0,1,0
3199,3200,Keith,1988,11,22,12,24.4,-86.2,55,995,0,0,0,0,0,0,0,1,0
3200,3201,Keith,1988,11,22,18,25.5,-85.1,55,993,0,0,0,0,0,0,0,1,0
3201,3202,Keith,1988,11,23,0,26.5,-84.2,55,994,0,0,0,0,0,0,0,1,0
3202,3203,Keith,1988,11,23,6,27.3,-82.8,55,995,0,0,0,0,0,0,0,1,0
3203,3204,Keith,1988,11,23,7,27.3,-82.6,55,995,0,0,0,0,0,0,0,1,0
3204,3205,Keith,1988,11,23,12,27.9,-81.3,35,999,0,0,0,0,0,0,0,1,0
3205,3206,Keith,1988,11,23,18,28.9,-79.8,40,998,0,0,0,0,0,0,0,1,0
3206,3207,Keith,1988,11,24,0,29.7,-77.7,50,995,0,0,0,0,0,0,0,1,0
3207,3208,Keith,1988,11,24,6,31.0,-75.2,55,992,0,0,0,0,0,0,0,1,0
3208,3209,Keith,1988,11,24,12,32.5,-70.5,60,990,0,0,0,0,0,0,0,1,0
3209,3210,Keith,1988,11,24,18,34.0,-66.0,55,985,0,1,0,0,0,0,0,0,0
3210,3211,Keith,1988,11,25,0,36.0,-60.0,50,982,0,1,0,0,0,0,0,0,0
3211,3212,Keith,1988,11,25,6,39.0,-54.0,50,976,0,1,0,0,0,0,0,0,0
3212,3213,Keith,1988,11,25,12,40.0,-49.0,50,964,0,1,0,0,0,0,0,0,0
3213,3214,Keith,1988,11,25,18,44.0,-45.0,55,960,0,1,0,0,0,0,0,0,0
3214,3215,Keith,1988,11,26,0,48.0,-43.0,65,950,0,1,0,0,0,0,0,0,0
3215,3216,Keith,1988,11,26,6,52.0,-42.0,65,945,0,1,0,0,0,0,0,0,0
3216,3217,Keith,1988,11,26,12,52.5,-44.0,65,945,0,1,0,0,0,0,0,0,0
3217,3218,Keith,1988,11,26,18,52.0,-46.0,65,950,0,1,0,0,0,0,0,0,0
3218,3219,Allison,1989,6,24,18,27.0,-96.0,30,1008,0,0,0,0,0,0,1,0,0
3219,3220,Allison,1989,6,25,0,27.0,-96.0,30,1006,0,0,0,0,0,0,1,0,0
3220,3221,Allison,1989,6,25,6,27.2,-96.0,30,1005,0,0,0,0,0,0,1,0,0
3221,3222,Allison,1989,6,25,12,27.4,-95.9,30,1005,0,0,0,0,0,0,1,0,0
3222,3223,Allison,1989,6,25,18,27.6,-95.8,30,1005,0,0,0,0,0,0,1,0,0
3223,3224,Allison,1989,6,26,0,27.8,-95.8,35,1004,0,0,0,0,0,0,0,1,0
3224,3225,Allison,1989,6,26,6,28.1,-95.8,35,1004,0,0,0,0,0,0,0,1,0
3225,3226,Allison,1989,6,26,12,28.6,-95.7,40,1003,0,0,0,0,0,0,0,1,0
3226,3227,Allison,1989,6,26,13,28.7,-95.7,40,1002,0,0,0,0,0,0,0,1,0
3227,3228,Allison,1989,6,26,18,29.1,-95.7,45,1001,0,0,0,0,0,0,0,1,0
3228,3229,Allison,1989,6,27,0,29.7,-95.7,45,999,0,0,0,0,0,0,0,1,0
3229,3230,Allison,1989,6,27,6,30.2,-95.3,35,1000,0,0,0,0,0,0,0,1,0
3230,3231,Allison,1989,6,27,12,30.6,-94.9,30,1002,0,0,0,0,0,0,1,0,0
3231,3232,Allison,1989,6,27,18,30.9,-94.6,30,1004,0,0,0,0,0,0,1,0,0
3232,3233,Allison,1989,6,28,0,31.1,-94.2,30,1004,0,1,0,0,0,0,0,0,0
3233,3234,Allison,1989,6,28,6,31.1,-93.9,30,1005,0,1,0,0,0,0,0,0,0
3234,3235,Allison,1989,6,28,12,31.0,-93.7,30,1006,0,1,0,0,0,0,0,0,0
3235,3236,Allison,1989,6,28,18,30.6,-93.8,25,1007,0,1,0,0,0,0,0,0,0
3236,3237,Allison,1989,6,29,0,30.5,-94.2,25,1008,0,1,0,0,0,0,0,0,0
3237,3238,Allison,1989,6,29,6,30.3,-94.6,25,1008,0,1,0,0,0,0,0,0,0
3238,3239,Allison,1989,6,29,12,30.1,-95.0,25,1008,0,1,0,0,0,0,0,0,0
3239,3240,Allison,1989,6,29,18,29.8,-95.2,25,1008,0,1,0,0,0,0,0,0,0
3240,3241,Allison,1989,6,30,0,29.6,-95.3,20,1009,0,1,0,0,0,0,0,0,0
3241,3242,Allison,1989,6,30,6,29.7,-95.7,20,1010,0,1,0,0,0,0,0,0,0
3242,3243,Allison,1989,6,30,12,30.4,-95.7,20,1011,0,1,0,0,0,0,0,0,0
3243,3244,Allison,1989,6,30,18,31.1,-95.5,20,1010,0,1,0,0,0,0,0,0,0
3244,3245,Allison,1989,7,1,0,31.8,-95.1,20,1010,0,1,0,0,0,0,0,0,0
3245,3246,Allison,1989,7,1,6,32.3,-94.5,20,1010,0,1,0,0,0,0,0,0,0
3246,3247,Allison,1989,7,1,12,32.8,-93.8,20,1010,0,1,0,0,0,0,0,0,0
3247,3248,Barry,1989,7,9,18,12.8,-37.8,25,1015,0,0,0,0,0,0,1,0,0
3248,3249,Barry,1989,7,10,0,13.0,-39.9,25,1015,0,0,0,0,0,0,1,0,0
3249,3250,Barry,1989,7,10,6,13.9,-42.1,25,1014,0,0,0,0,0,0,1,0,0
3250,3251,Barry,1989,7,10,12,15.0,-44.6,30,1013,0,0,0,0,0,0,1,0,0
3251,3252,Barry,1989,7,10,18,16.3,-46.9,30,1013,0,0,0,0,0,0,1,0,0
3252,3253,Barry,1989,7,11,0,17.7,-48.2,35,1012,0,0,0,0,0,0,0,1,0
3253,3254,Barry,1989,7,11,6,18.8,-49.2,40,1011,0,0,0,0,0,0,0,1,0
3254,3255,Barry,1989,7,11,12,19.8,-50.4,40,1010,0,0,0,0,0,0,0,1,0
3255,3256,Barry,1989,7,11,18,20.7,-51.8,40,1007,0,0,0,0,0,0,0,1,0
3256,3257,Barry,1989,7,12,0,21.4,-53.1,45,1005,0,0,0,0,0,0,0,1,0
3257,3258,Barry,1989,7,12,6,22.1,-53.9,45,1005,0,0,0,0,0,0,0,1,0
3258,3259,Barry,1989,7,12,12,22.8,-54.4,45,1005,0,0,0,0,0,0,0,1,0
3259,3260,Barry,1989,7,12,18,23.5,-54.9,40,1008,0,0,0,0,0,0,0,1,0
3260,3261,Barry,1989,7,13,0,23.8,-55.4,40,1012,0,0,0,0,0,0,0,1,0
3261,3262,Barry,1989,7,13,6,24.0,-56.0,35,1014,0,0,0,0,0,0,0,1,0
3262,3263,Barry,1989,7,13,12,23.9,-56.6,35,1016,0,0,0,0,0,0,0,1,0
3263,3264,Barry,1989,7,13,18,23.7,-57.4,30,1017,0,0,0,0,0,0,1,0,0
3264,3265,Barry,1989,7,14,0,23.3,-58.1,30,1018,0,0,0,0,0,0,1,0,0
3265,3266,Chantal,1989,7,30,12,22.5,-90.0,20,1011,0,0,0,0,0,0,1,0,0
3266,3267,Chantal,1989,7,30,18,23.5,-90.2,25,1010,0,0,0,0,0,0,1,0,0
3267,3268,Chantal,1989,7,31,0,24.4,-90.5,30,1009,0,0,0,0,0,0,1,0,0
3268,3269,Chantal,1989,7,31,6,25.4,-91.0,35,1004,0,0,0,0,0,0,0,1,0
3269,3270,Chantal,1989,7,31,12,26.2,-91.7,50,995,0,0,0,0,0,0,0,1,0
3270,3271,Chantal,1989,7,31,18,27.1,-92.2,55,993,0,0,0,0,0,0,0,1,0
3271,3272,Chantal,1989,8,1,0,27.9,-92.8,65,991,0,0,1,0,0,0,0,0,0
